"device_id","date","time","wifi_status","ssid","ip","signal_level","network_id","wifi_downstream_bandwidth","wifi_upstream_bandwidth","speed","tx_link_speed","rx_link_speed","max_tx_link_speed","max_rx_link_speed","frequency","standard","rssi","wap","mobile_status","mobile_mod","mobile_roaming","mobile_downstream_bandwidth","mobile_upstream_bandwidth","mobile_rx","mobile_tx","mobileAsuLevel","mobileCqi","mobileDbm","mobileLevel","mobileRsrp","mobileRsrq","mobileRssi","mobileRssnr","mobileEarfcn","mobileBand","mobileFrequency","mobileCi","mobilePci","mobileTag","mobileDownlink","mobileUplink","network_operator","chip_operator","chip_mcc","chip_mnc","bluetooth_status","internalMemory","internalFreeMemory","availableRAM","criticismRAM","totalRAM","usedRAM","locationStatus"
"1d84676e678bc494","21/09/2022","20:43:20","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-53","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.1 GB","false","3.6 GB","2.5 GB","1"
"1d84676e678bc494","21/09/2022","20:43:21","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-53","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.1 GB","false","3.6 GB","2.5 GB","1"
"1d84676e678bc494","21/09/2022","20:43:22","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-53","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.1 GB","false","3.6 GB","2.5 GB","1"
"1d84676e678bc494","21/09/2022","20:43:23","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-53","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.1 GB","false","3.6 GB","2.5 GB","1"
"1d84676e678bc494","21/09/2022","20:43:24","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-53","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.1 GB","false","3.6 GB","2.6 GB","1"
"1d84676e678bc494","21/09/2022","20:43:25","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-53","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.1 GB","false","3.6 GB","2.5 GB","1"
"1d84676e678bc494","21/09/2022","20:43:26","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-52","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.1 GB","false","3.6 GB","2.5 GB","1"
"1d84676e678bc494","21/09/2022","20:43:27","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-52","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.2 GB","false","3.6 GB","2.5 GB","1"
"1d84676e678bc494","21/09/2022","20:43:28","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-52","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.1 GB","false","3.6 GB","2.5 GB","1"
"1d84676e678bc494","21/09/2022","20:43:29","1","<unknown ssid>","192.168.68.112","4","-1","41321","30462","433","433","433","433","433","5240","5","-51","02:00:00:00:00:00","-1","-1","-1","-1","-1","0 B","0 B","-1","-1","-1","-1","-1","-1","-1","-3.0","-1","-1","-1","-1","-1","-1","-1","-1","VIVO","VIVO","-1","-1","4","46.7 GB","12.6 GB","1.2 GB","false","3.6 GB","2.5 GB","1"
