latitude,longitude,rsrp [dBm],rsrq,rssnr,cqi,weight,Unnamed: 7
-3.0449419,-60.0146626,-94,-14,0,11,,
-3.044942,-60.0146626,-94,-14,0,11,,
-3.0449421,-60.0146627,-94,-14,0,11,,
-3.0449422,-60.0146627,-94,-14,0,11,,
-3.0449422,-60.0146628,-94,-14,0,11,,
-3.0449422,-60.0146628,-96,-15,0,5,,
-3.0449423,-60.0146629,-96,-15,0,5,,
-3.0449423,-60.0146629,-96,-15,0,5,,
-3.0449422,-60.0146623,-96,-15,0,5,,
-3.0449417,-60.0146623,-96,-15,0,5,,
-3.0449419,-60.0146628,-96,-15,0,5,,
-3.0449447,-60.0146852,-96,-15,0,5,,
-3.0449491,-60.0147059,-96,-15,0,5,,
-3.0449532,-60.0147309,-96,-15,0,5,,
-3.0449576,-60.0147604,-102,-16,0,5,,
-3.0449629,-60.0147881,-102,-16,0,5,,
-3.0449708,-60.014859,-102,-16,0,5,,
-3.0449752,-60.0148994,-102,-16,0,5,,
-3.0449793,-60.0149405,-102,-16,0,5,,
-3.0449833,-60.0149859,-102,-16,0,5,,
-3.0449859,-60.0150148,-102,-16,0,5,,
-3.0449887,-60.0150504,-102,-16,0,5,,
-3.0449921,-60.0150849,-102,-16,0,5,,
-3.044995,-60.0151523,-108,-14,-1,4,,
-3.0449954,-60.0151749,-108,-14,-1,4,,
-3.0449961,-60.0152039,-108,-14,-1,4,,
-3.0449975,-60.0152344,-108,-14,-1,4,,
-3.0449981,-60.015263,-108,-14,-1,4,,
-3.044998,-60.015288,-108,-14,-1,4,,
-3.0449974,-60.0152974,-108,-14,-1,4,,
-3.0449962,-60.0153066,-108,-14,-1,4,,
-3.0449961,-60.0153076,-108,-14,-1,4,,
-3.0449898,-60.0153026,-102,-13,0,5,,
-3.0449906,-60.0153037,-102,-13,0,5,,
-3.0449913,-60.0153057,-102,-13,0,5,,
-3.0449931,-60.0153117,-102,-13,0,5,,
-3.0449942,-60.0153149,-102,-13,0,5,,
-3.0449955,-60.015318,-102,-13,0,5,,
-3.044997,-60.0153203,-102,-13,0,5,,
-3.0449977,-60.0153219,-102,-13,0,5,,
-3.044998,-60.0153224,-102,-13,0,5,,
-3.0449983,-60.0153227,-102,-13,0,5,,
-3.0449986,-60.0153228,-102,-13,0,5,,
-3.0449986,-60.0153228,-102,-13,0,5,,
-3.0449987,-60.0153228,-102,-13,0,5,,
-3.0449987,-60.0153227,-102,-13,0,5,,
-3.0449987,-60.0153227,-102,-13,0,5,,
-3.0449987,-60.0153227,-102,-13,0,5,,
-3.0449987,-60.0153226,-102,-13,0,5,,
-3.0449987,-60.0153225,-103,-13,0,5,,
-3.0449986,-60.0153225,-103,-13,0,5,,
-3.0449986,-60.0153224,-103,-13,0,5,,
-3.0449975,-60.0153213,-103,-13,0,5,,
-3.0449974,-60.0153186,-103,-13,0,5,,
-3.0449962,-60.0153165,-103,-13,0,5,,
-3.0449949,-60.0153149,-103,-13,0,5,,
-3.0449947,-60.0153145,-103,-13,0,5,,
-3.0449946,-60.0153143,-103,-13,0,5,,
-3.0449945,-60.0153142,-105,-13,0,7,,
-3.0449945,-60.0153141,-105,-13,0,7,,
-3.0449945,-60.0153139,-105,-13,0,7,,
-3.0449945,-60.0153139,-105,-13,0,7,,
-3.0449946,-60.0153137,-105,-13,0,7,,
-3.0449946,-60.0153136,-105,-13,0,7,,
-3.0449946,-60.0153136,-105,-13,0,7,,
-3.0449947,-60.0153135,-105,-13,0,7,,
-3.0449947,-60.0153134,-105,-13,0,7,,
-3.0449947,-60.0153134,-101,-13,0,9,,
-3.0449947,-60.0153134,-101,-13,0,9,,
-3.0449948,-60.0153133,-101,-13,0,9,,
-3.0449948,-60.0153132,-101,-13,0,9,,
-3.0449948,-60.0153132,-101,-13,0,9,,
-3.0449948,-60.0153131,-101,-13,0,9,,
-3.0449949,-60.015313,-101,-13,0,9,,
-3.0449949,-60.015313,-101,-13,0,9,,
-3.0449939,-60.015313,-100,-13,0,11,,
-3.044991,-60.0153087,-100,-13,0,11,,
-3.0449904,-60.0153084,-100,-13,0,11,,
-3.0449903,-60.0153078,-100,-13,0,11,,
-3.0449885,-60.0153064,-100,-13,0,11,,
-3.0449869,-60.0153047,-100,-13,0,11,,
-3.0449857,-60.0153047,-100,-13,0,11,,
-3.0449857,-60.0153047,-100,-13,0,11,,
-3.0449895,-60.015302,-100,-13,0,11,,
-3.0449897,-60.0153019,-101,-13,0,7,,
-3.0449894,-60.0153038,-101,-13,0,7,,
-3.0449898,-60.0153025,-101,-13,0,7,,
-3.0449897,-60.0153033,-101,-13,0,7,,
-3.0449906,-60.0153038,-101,-13,0,7,,
-3.0449906,-60.0153053,-101,-13,0,7,,
-3.0449894,-60.0153065,-101,-13,0,7,,
-3.0449906,-60.0153072,-101,-13,0,7,,
-3.0449924,-60.0153079,-101,-13,0,7,,
-3.0449924,-60.0153079,-102,-14,0,8,,
-3.0449935,-60.0153092,-102,-14,0,8,,
-3.0449941,-60.0153091,-102,-14,0,8,,
-3.0449945,-60.0153092,-102,-14,0,8,,
-3.0449947,-60.015309,-102,-14,0,8,,
-3.0449948,-60.0153091,-102,-14,0,8,,
-3.044995,-60.0153091,-102,-14,0,8,,
-3.0449951,-60.015309,-102,-14,0,8,,
-3.0449952,-60.015309,-102,-14,0,8,,
-3.0449952,-60.0153091,-102,-13,0,9,,
-3.0449953,-60.015309,-102,-13,0,9,,
-3.0449879,-60.0153114,-102,-13,0,9,,
-3.0449851,-60.0153118,-102,-13,0,9,,
-3.0449826,-60.0153122,-102,-13,0,9,,
-3.0449801,-60.0153126,-102,-13,0,9,,
-3.0449786,-60.0153131,-102,-13,0,9,,
-3.0449788,-60.0153133,-102,-13,0,9,,
-3.0449808,-60.0153177,-102,-13,0,8,,
-3.0449814,-60.0153203,-102,-14,0,8,,
-3.044982,-60.0153226,-102,-14,0,8,,
-3.0449826,-60.0153238,-102,-14,0,8,,
-3.0449833,-60.0153246,-102,-14,0,8,,
-3.0449838,-60.0153252,-102,-14,0,8,,
-3.0449838,-60.0153252,-102,-14,0,8,,
-3.0449842,-60.0153255,-102,-14,0,8,,
-3.0449842,-60.0153255,-102,-14,0,8,,
-3.0449833,-60.0153253,-101,-13,0,10,,
-3.0449833,-60.0153253,-101,-13,0,10,,
-3.0449854,-60.0153224,-101,-13,0,10,,
-3.0449852,-60.0153222,-101,-13,0,10,,
-3.0449835,-60.015324,-101,-13,0,10,,
-3.0449834,-60.0153241,-101,-13,0,10,,
-3.0449833,-60.0153238,-101,-13,0,10,,
-3.0449831,-60.0153228,-101,-13,0,10,,
-3.0449821,-60.0153224,-101,-13,0,10,,
-3.0449813,-60.0153228,-100,-13,0,6,,
-3.0449813,-60.0153228,-100,-13,0,6,,
-3.0449835,-60.015322,-100,-13,0,6,,
-3.0449848,-60.0153231,-100,-13,0,6,,
-3.0449862,-60.0153223,-100,-13,0,6,,
-3.044986,-60.0153244,-100,-13,0,6,,
-3.0449893,-60.0153278,-100,-13,0,6,,
-3.0449955,-60.0153284,-100,-13,0,6,,
-3.0449969,-60.015326,-100,-13,0,6,,
-3.0449969,-60.0153267,-99,-13,0,8,,
-3.0449967,-60.0153237,-99,-13,0,8,,
-3.0449975,-60.0153259,-99,-13,0,8,,
-3.0449967,-60.0153281,-99,-13,0,8,,
-3.0449927,-60.0153409,-99,-13,0,8,,
-3.0449893,-60.0153536,-99,-13,0,8,,
-3.0449887,-60.0153642,-99,-13,0,8,,
-3.0449872,-60.0153755,-99,-13,0,8,,
-3.0449856,-60.0153883,-99,-13,0,7,,
-3.0449846,-60.0153999,-99,-13,0,7,,
-3.0449851,-60.0154128,-99,-13,0,7,,
-3.0449856,-60.0154422,-99,-13,0,7,,
-3.0449885,-60.0154596,-99,-13,0,7,,
-3.0449888,-60.0154725,-99,-13,0,7,,
-3.0449985,-60.0154876,-99,-13,0,7,,
-3.0450044,-60.0154992,-99,-13,0,7,,
-3.0450073,-60.0155068,-99,-13,0,7,,
-3.0450091,-60.0155122,-104,-10,-1,6,,
-3.0450091,-60.0155147,-104,-10,-1,6,,
-3.0450153,-60.015531,-104,-10,-1,6,,
-3.0450166,-60.0155369,-104,-10,-1,6,,
-3.0450191,-60.015542,-104,-10,-1,6,,
-3.0450195,-60.0155436,-104,-10,-1,6,,
-3.0450212,-60.0155539,-104,-10,-1,6,,
-3.0450215,-60.0155573,-104,-10,-1,6,,
-3.0450214,-60.0155575,-104,-10,-1,6,,
-3.0450224,-60.0155568,-101,-13,-1,5,,
-3.0450239,-60.015558,-101,-13,-1,5,,
-3.0450241,-60.0155583,-101,-13,-1,5,,
-3.0450241,-60.0155579,-101,-13,-1,5,,
-3.0450237,-60.0155575,-101,-13,-1,5,,
-3.0450237,-60.0155572,-101,-13,-1,5,,
-3.0450229,-60.0155563,-101,-13,-1,5,,
-3.045023,-60.0155559,-101,-13,-1,5,,
-3.0450231,-60.0155565,-101,-13,-1,5,,
-3.0450231,-60.0155568,-104,-14,-1,5,,
-3.0450234,-60.0155581,-104,-14,-1,5,,
-3.0450237,-60.0155598,-104,-14,-1,5,,
-3.0450246,-60.0155613,-104,-14,-1,5,,
-3.0450265,-60.0155629,-104,-14,-1,5,,
-3.0450273,-60.0155637,-104,-14,-1,5,,
-3.0450274,-60.0155643,-104,-14,-1,5,,
-3.0450273,-60.0155645,-104,-14,-1,5,,
-3.0450273,-60.0155638,-102,-14,-1,5,,
-3.0450277,-60.0155627,-102,-14,-1,5,,
-3.0450281,-60.0155622,-102,-14,-1,5,,
-3.0450287,-60.0155612,-102,-14,-1,5,,
-3.0450293,-60.0155612,-102,-14,-1,5,,
-3.0450301,-60.0155616,-102,-14,-1,5,,
-3.045031,-60.0155625,-102,-14,-1,5,,
-3.0450325,-60.0155649,-102,-14,-1,5,,
-3.0450338,-60.0155677,-102,-14,-1,5,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-101,-11,0,6,,
-3.0450255,-60.0155674,-104,-13,-1,5,,
-3.0450255,-60.0155674,-104,-13,-1,5,,
-3.0450255,-60.0155674,-104,-13,-1,5,,
-3.0450255,-60.0155674,-104,-13,-1,5,,
-3.0450255,-60.0155674,-104,-13,-1,5,,
-3.0450255,-60.0155674,-104,-13,-1,5,,
-3.0450255,-60.0155674,-104,-13,-1,5,,
-3.0450255,-60.0155674,-104,-13,-1,5,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-104,-14,0,6,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-103,-14,0,4,,
-3.0450255,-60.0155674,-99,-12,0,10,,
-3.0450255,-60.0155674,-99,-12,0,10,,
-3.0450255,-60.0155674,-99,-12,0,10,,
-3.0450255,-60.0155674,-99,-12,0,10,,
-3.0450255,-60.0155674,-99,-12,0,10,,
-3.0450255,-60.0155674,-99,-12,0,10,,
-3.0450255,-60.0155674,-99,-12,0,10,,
-3.0450255,-60.0155674,-99,-12,0,10,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-99,-10,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-101,-11,0,9,,
-3.0450255,-60.0155674,-100,-12,0,9,,
-3.0450255,-60.0155674,-100,-12,0,9,,
-3.0450255,-60.0155674,-100,-12,0,9,,
-3.0450255,-60.0155674,-100,-12,0,9,,
-3.0450255,-60.0155674,-100,-12,0,9,,
-3.0450255,-60.0155674,-100,-12,0,9,,
-3.0450255,-60.0155674,-100,-12,0,9,,
-3.0450255,-60.0155674,-100,-12,0,9,,
-3.0450255,-60.0155674,-98,-12,0,9,,
-3.0450255,-60.0155674,-98,-12,0,9,,
-3.0450255,-60.0155674,-98,-12,0,9,,
-3.0450255,-60.0155674,-98,-12,0,9,,
-3.0450266,-60.0155702,-98,-12,0,9,,
-3.0450421,-60.0155915,-98,-12,0,9,,
-3.0450421,-60.0155915,-98,-12,0,9,,
-3.0450637,-60.0156122,-98,-12,0,9,,
-3.0450706,-60.015616,-98,-12,0,9,,
-3.0451778,-60.0156764,-101,-13,0,7,,
-3.0452298,-60.0156651,-101,-13,0,7,,
-3.0452721,-60.0156461,-101,-13,0,7,,
-3.045315,-60.0156202,-101,-13,0,7,,
-3.0453496,-60.0155787,-101,-13,0,7,,
-3.0453722,-60.0155434,-101,-13,0,7,,
-3.0453584,-60.0153928,-101,-13,0,7,,
-3.0453358,-60.0153152,-101,-13,0,7,,
-3.0453049,-60.0152326,-101,-13,0,7,,
-3.0452706,-60.0151428,-101,-13,0,7,,
-3.0452359,-60.0150476,-101,-13,0,7,,
-3.0452012,-60.0149555,-101,-13,0,7,,
-3.0451312,-60.0147608,-101,-13,0,7,,
-3.0450972,-60.0146549,-101,-13,0,7,,
-3.0450638,-60.0145499,-101,-13,0,7,,
-3.0450313,-60.0144424,-101,-13,0,7,,
-3.0449992,-60.0143338,-101,-13,0,7,,
-3.044967,-60.0142233,-101,-13,0,7,,
-3.0449342,-60.0141088,-101,-13,0,7,,
-3.0449002,-60.0139919,-101,-13,0,7,,
-3.0448284,-60.0137542,-101,-13,0,7,,
-3.0447902,-60.0136316,-101,-13,0,7,,
-3.0447514,-60.0135082,-101,-13,0,7,,
-3.0447142,-60.0133849,-101,-13,0,7,,
-3.0446778,-60.013263,-101,-13,0,7,,
-3.044644,-60.013144,-101,-13,0,7,,
-3.0446096,-60.0130303,-101,-13,0,7,,
-3.0445743,-60.0129162,-101,-13,0,7,,
-3.044502,-60.0126832,-101,-13,0,7,,
-3.0444611,-60.0125646,-101,-13,0,7,,
-3.0444611,-60.0125646,-101,-13,0,7,,
-3.044366,-60.012331,-101,-13,0,7,,
-3.0443031,-60.0122192,-101,-13,0,7,,
-3.0442328,-60.0121121,-101,-13,0,7,,
-3.0440814,-60.0119051,-101,-13,0,7,,
-3.0440044,-60.0118037,-101,-13,0,7,,
-3.0439298,-60.0117032,-101,-13,0,7,,
-3.0438577,-60.0116041,-101,-13,0,7,,
-3.0437888,-60.0115043,-101,-13,0,7,,
-3.0437209,-60.0114021,-101,-13,0,7,,
-3.0436535,-60.0112997,-101,-13,0,7,,
-3.0435194,-60.0110975,-101,-13,0,7,,
-3.0434511,-60.0109973,-101,-13,0,7,,
-3.0433826,-60.0108973,-101,-13,0,7,,
-3.0433142,-60.0107954,-101,-13,0,7,,
-3.0432456,-60.0106918,-101,-13,0,7,,
-3.0431766,-60.0105872,-101,-13,0,7,,
-3.0430397,-60.0103789,-101,-13,0,7,,
-3.0429718,-60.0102784,-101,-13,0,7,,
-3.0429069,-60.0101839,-101,-13,0,7,,
-3.0428425,-60.0100921,-101,-13,0,7,,
-3.0427795,-60.0100015,-101,-13,0,7,,
-3.0427203,-60.0099124,-101,-13,0,7,,
-3.0426687,-60.009826,-101,-13,0,7,,
-3.0426248,-60.0097382,-101,-13,0,7,,
-3.042584,-60.0095516,-101,-13,0,7,,
-3.0425902,-60.0094567,-101,-13,0,7,,
-3.0426058,-60.0093631,-101,-13,0,7,,
-3.0426208,-60.0092696,-101,-13,0,7,,
-3.0426363,-60.0091788,-101,-13,0,7,,
-3.0426901,-60.0090165,-101,-13,0,7,,
-3.0427042,-60.0089299,-101,-13,0,7,,
-3.0427091,-60.0088327,-101,-13,0,7,,
-3.0427171,-60.0087356,-101,-13,0,7,,
-3.0427278,-60.0086361,-101,-13,0,7,,
-3.0427404,-60.0085353,-101,-13,0,7,,
-3.0427563,-60.0083519,-101,-13,0,7,,
-3.0427613,-60.0082601,-101,-13,0,7,,
-3.042767,-60.0081702,-101,-13,0,7,,
-3.0427733,-60.0080825,-101,-13,0,7,,
-3.0427791,-60.007996,-101,-13,0,7,,
-3.0427816,-60.007908,-101,-13,0,7,,
-3.0427797,-60.0077229,-101,-13,0,7,,
-3.0427771,-60.0076309,-101,-13,0,7,,
-3.0427752,-60.0075333,-101,-13,0,7,,
-3.0427729,-60.0074282,-101,-13,0,7,,
-3.0427715,-60.0073236,-101,-13,0,7,,
-3.0427716,-60.0072207,-101,-13,0,7,,
-3.0427741,-60.0070209,-101,-13,0,7,,
-3.0427763,-60.0069178,-101,-13,0,7,,
-3.0427789,-60.0068139,-101,-13,0,7,,
-3.0427792,-60.0067116,-101,-13,0,7,,
-3.0427793,-60.0066139,-101,-13,0,7,,
-3.042784,-60.006519,-101,-13,0,7,,
-3.0427955,-60.0063443,-101,-13,0,7,,
-3.0427993,-60.0062691,-101,-13,0,7,,
-3.0428009,-60.006202,-101,-13,0,7,,
-3.0428002,-60.0061456,-101,-13,0,7,,
-3.0428025,-60.0061004,-101,-13,0,7,,
-3.0428048,-60.0060619,-101,-13,0,7,,
-3.0428005,-60.006032,-101,-13,0,7,,
-3.0427553,-60.0060032,-101,-13,0,7,,
-3.0427358,-60.0060043,-101,-13,0,7,,
-3.0427103,-60.0060186,-108,-16,-1,3,,
-3.0426941,-60.0060491,-108,-16,-1,3,,
-3.042683,-60.0060778,-108,-16,-1,3,,
-3.0426736,-60.0061044,-108,-16,-1,3,,
-3.0426672,-60.0061317,-108,-16,-1,3,,
-3.0426648,-60.0061423,-108,-16,-1,3,,
-3.0426648,-60.0061423,-108,-16,-1,3,,
-3.042663,-60.0061491,-108,-16,-1,3,,
-3.0426616,-60.0061541,-108,-16,-1,3,,
-3.0426606,-60.006157,-108,-16,-1,3,,
-3.0426603,-60.006157,-108,-16,-1,3,,
-3.0426602,-60.0061567,-108,-16,-1,3,,
-3.0426604,-60.006157,-109,-15,-1,2,,
-3.0426612,-60.0061564,-109,-15,-1,2,,
-3.0426613,-60.0061569,-109,-15,-1,2,,
-3.0426624,-60.0061528,-109,-15,-1,2,,
-3.0426636,-60.006148,-109,-15,-1,2,,
-3.0426636,-60.0061484,-109,-15,-1,2,,
-3.0426655,-60.00614,-109,-15,-1,2,,
-3.0426659,-60.0061379,-109,-15,-1,2,,
-3.0426665,-60.0061355,-109,-15,-1,2,,
-3.0426666,-60.0061351,-105,-11,0,5,,
-3.0426668,-60.0061343,-105,-11,0,5,,
-3.0426669,-60.0061337,-105,-11,0,5,,
-3.0426669,-60.0061337,-105,-11,0,5,,
-3.042667,-60.0061334,-105,-11,0,5,,
-3.0426671,-60.0061331,-105,-11,0,5,,
-3.0426671,-60.006133,-105,-11,0,5,,
-3.0426671,-60.0061328,-105,-11,0,5,,
-3.0426674,-60.0061315,-104,-11,0,7,,
-3.0426674,-60.0061314,-104,-11,0,7,,
-3.0426677,-60.0061303,-104,-11,0,7,,
-3.0426677,-60.0061307,-104,-11,0,7,,
-3.0426675,-60.0061316,-104,-11,0,7,,
-3.0426675,-60.0061316,-104,-11,0,7,,
-3.0426675,-60.0061316,-104,-11,0,7,,
-3.0426675,-60.0061316,-104,-11,0,7,,
-3.0426675,-60.0061316,-104,-11,0,7,,
-3.0426675,-60.0061315,-105,-11,0,10,,
-3.0426676,-60.0061315,-105,-11,0,10,,
-3.0426676,-60.0061314,-105,-11,0,10,,
-3.0426676,-60.0061313,-105,-11,0,10,,
-3.0426676,-60.0061313,-105,-11,0,10,,
-3.0426676,-60.0061313,-105,-11,0,10,,
-3.0426676,-60.0061312,-105,-11,0,10,,
-3.0426676,-60.0061312,-105,-11,0,10,,
-3.0426676,-60.0061312,-105,-11,0,10,,
-3.0426676,-60.0061311,-105,-12,-1,10,,
-3.0426676,-60.0061311,-105,-12,-1,10,,
-3.0426676,-60.006131,-105,-12,-1,10,,
-3.0426676,-60.006131,-105,-12,-1,10,,
-3.0426676,-60.006131,-105,-12,-1,10,,
-3.0426677,-60.0061309,-105,-12,-1,10,,
-3.0426677,-60.0061309,-105,-12,-1,10,,
-3.0426677,-60.0061309,-105,-12,-1,10,,
-3.0426677,-60.0061308,-105,-12,-1,10,,
-3.0426677,-60.0061308,-105,-12,0,9,,
-3.0426677,-60.0061308,-105,-12,0,9,,
-3.0426677,-60.0061308,-105,-12,0,9,,
-3.0426677,-60.0061307,-105,-12,0,9,,
-3.0426677,-60.0061307,-105,-12,0,9,,
-3.0426677,-60.0061307,-105,-12,0,9,,
-3.0426677,-60.0061307,-105,-12,0,9,,
-3.0426677,-60.0061306,-105,-12,0,9,,
-3.0426677,-60.0061306,-105,-12,0,9,,
-3.0426677,-60.0061306,-105,-12,0,9,,
-3.0426677,-60.0061306,-105,-12,0,9,,
-3.0426677,-60.0061306,-105,-12,0,9,,
-3.0426677,-60.0061305,-105,-12,0,9,,
-3.0426677,-60.0061305,-105,-11,0,2,,
-3.0426677,-60.0061305,-105,-11,0,2,,
-3.0426677,-60.0061305,-105,-11,0,2,,
-3.0426677,-60.0061305,-105,-11,0,2,,
-3.0426677,-60.0061305,-105,-11,0,2,,
-3.0426678,-60.0061305,-105,-11,0,2,,
-3.0426678,-60.0061305,-105,-11,0,2,,
-3.0426678,-60.0061304,-105,-11,0,2,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426678,-60.0061304,-106,-13,0,10,,
-3.0426644,-60.0061482,-105,-13,-1,8,,
-3.0426644,-60.0061511,-105,-13,-1,8,,
-3.042666,-60.0061489,-105,-13,-1,8,,
-3.0426685,-60.0061473,-105,-13,-1,8,,
-3.0426726,-60.0061461,-105,-13,-1,8,,
-3.0426741,-60.0061459,-105,-13,-1,8,,
-3.0426742,-60.0061469,-105,-13,-1,8,,
-3.0426734,-60.0061504,-105,-13,-1,8,,
-3.0426731,-60.0061518,-105,-13,-1,8,,
-3.0426723,-60.0061548,-107,-14,-1,7,,
-3.0426718,-60.0061565,-107,-14,-1,7,,
-3.0426717,-60.0061572,-107,-14,-1,7,,
-3.0426716,-60.0061578,-107,-14,-1,7,,
-3.0426715,-60.006158,-107,-14,-1,7,,
-3.0426715,-60.0061582,-107,-14,-1,7,,
-3.0426716,-60.0061582,-107,-14,-1,7,,
-3.0426717,-60.0061579,-107,-14,-1,7,,
-3.0426717,-60.0061577,-107,-14,-1,7,,
-3.0426718,-60.0061576,-106,-13,0,7,,
-3.0426718,-60.0061574,-106,-13,0,7,,
-3.0426718,-60.0061573,-106,-13,0,7,,
-3.0426718,-60.0061572,-106,-13,0,7,,
-3.0426718,-60.0061572,-106,-13,0,7,,
-3.042672,-60.0061565,-106,-13,0,7,,
-3.0426721,-60.0061563,-106,-13,0,7,,
-3.0426721,-60.0061563,-106,-13,0,7,,
-3.0426722,-60.006156,-106,-14,-1,7,,
-3.0426723,-60.0061559,-106,-14,-1,7,,
-3.0426727,-60.0061543,-106,-14,-1,7,,
-3.0426728,-60.0061538,-106,-14,-1,7,,
-3.0426729,-60.0061533,-106,-14,-1,7,,
-3.0426729,-60.0061535,-106,-14,-1,7,,
-3.0426728,-60.0061535,-106,-14,-1,7,,
-3.0426726,-60.0061541,-106,-14,-1,7,,
-3.0426726,-60.0061541,-106,-14,-1,7,,
-3.042672,-60.0061555,-107,-15,-1,6,,
-3.0426712,-60.006158,-107,-15,-1,6,,
-3.0426689,-60.0061652,-107,-15,-1,6,,
-3.0426634,-60.006194,-107,-15,-1,6,,
-3.0426619,-60.0062054,-107,-15,-1,6,,
-3.0426559,-60.0062226,-107,-15,-1,6,,
-3.0426485,-60.0062343,-107,-15,-1,6,,
-3.0426403,-60.0062419,-107,-15,-1,6,,
-3.0426315,-60.0062468,-107,-15,-1,6,,
-3.0426223,-60.0062501,-110,-12,-1,7,,
-3.0426202,-60.0062517,-110,-12,-1,7,,
-3.0426205,-60.006252,-110,-12,-1,7,,
-3.042621,-60.006252,-110,-12,-1,7,,
-3.0426211,-60.0062521,-110,-12,-1,7,,
-3.0426208,-60.0062522,-110,-12,-1,7,,
-3.0426207,-60.0062523,-110,-12,-1,7,,
-3.0426197,-60.0062525,-110,-12,-1,7,,
-3.0426113,-60.0062536,-106,-13,0,10,,
-3.0426011,-60.0062545,-106,-13,0,10,,
-3.0425872,-60.0062553,-106,-13,0,10,,
-3.0425719,-60.0062553,-106,-13,0,10,,
-3.042557,-60.0062549,-106,-13,0,10,,
-3.0425344,-60.0062543,-106,-13,0,10,,
-3.0425252,-60.0062542,-106,-13,0,10,,
-3.0424916,-60.0062565,-106,-13,0,10,,
-3.042477,-60.0062589,-106,-13,0,10,,
-3.0424672,-60.0062611,-108,-12,0,9,,
-3.0424621,-60.0062623,-108,-12,0,9,,
-3.0424607,-60.0062626,-108,-12,0,9,,
-3.0424604,-60.0062627,-108,-12,0,9,,
-3.0424537,-60.0062612,-108,-12,0,9,,
-3.0424473,-60.0062607,-108,-12,0,9,,
-3.0424338,-60.0062505,-108,-12,0,9,,
-3.0424261,-60.0062388,-108,-12,0,9,,
-3.042422,-60.0062276,-108,-12,0,9,,
-3.0423296,-60.0061287,-108,-9,-1,8,,
-3.0422999,-60.0061287,-108,-9,-1,8,,
-3.0422695,-60.0061278,-108,-9,-1,8,,
-3.0422425,-60.0061277,-108,-9,-1,8,,
-3.0422199,-60.006128,-108,-9,-1,8,,
-3.0422035,-60.0061288,-108,-9,-1,8,,
-3.0421756,-60.0061289,-108,-9,-1,8,,
-3.042164,-60.0061258,-108,-9,-1,8,,
-3.0421232,-60.0060849,-98,-10,0,7,,
-3.0421232,-60.0060836,-98,-10,0,7,,
-3.0421234,-60.0060782,-98,-10,0,7,,
-3.0421244,-60.0060749,-98,-10,0,7,,
-3.0421247,-60.0060702,-98,-10,0,7,,
-3.0421232,-60.0060674,-98,-10,0,7,,
-3.0421215,-60.0060643,-98,-10,0,7,,
-3.0421209,-60.0060633,-98,-10,0,7,,
-3.0421208,-60.0060632,-98,-10,0,7,,
-3.0421208,-60.006063,-92,-8,1,11,,
