model,currentDateTime,latitude,longitude,mobileStatus,networkOperator,netType,dbm,rsrp [dBm],rsrq,rssi [dBm]
moto g200 5G,2023-08-20 14:24:11,-3.0661027,-58.4707606,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:12,-3.0661035,-58.4707613,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:13,-3.0661044,-58.4707621,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:14,-3.0661042,-58.4707637,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:15,-3.0661039,-58.4707642,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:16,-3.066104,-58.4707648,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:18,-3.0661042,-58.4707653,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:19,-3.0661045,-58.4707658,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:20,-3.0661047,-58.4707657,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:21,-3.0661047,-58.4707657,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:22,-3.0661044,-58.4707657,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:23,-3.0661035,-58.4707659,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:24,-3.066101,-58.4707667,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:25,-3.0661001,-58.470767,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:26,-3.0660995,-58.4707671,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:28,-3.0660992,-58.4707672,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:29,-3.066099,-58.4707672,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:30,-3.066099,-58.4707672,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:31,-3.0661022,-58.4707711,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:32,-3.0661035,-58.4707734,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:33,-3.0661041,-58.470776,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:34,-3.0661041,-58.4707784,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:35,-3.0660971,-58.4707787,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:36,-3.0660954,-58.4707771,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:37,-3.0660941,-58.4707753,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:39,-3.0660916,-58.4707716,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:40,-3.0660899,-58.4707677,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:41,-3.0660904,-58.4707669,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:42,-3.066092,-58.4707657,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:43,-3.0660937,-58.4707648,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:44,-3.0660968,-58.4707636,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:45,-3.0660986,-58.4707627,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:46,-3.0660995,-58.4707617,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:47,-3.0660995,-58.4707605,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:49,-3.0660995,-58.4707584,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:50,-3.0660999,-58.4707579,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:51,-3.066101,-58.4707567,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:52,-3.0661032,-58.4707546,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:53,-3.0661041,-58.4707538,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:54,-3.0661069,-58.4707492,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:55,-3.0661087,-58.4707456,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:56,-3.0661088,-58.4707422,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:57,-3.0661082,-58.4707399,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:24:59,-3.0661071,-58.4707372,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:00,-3.0661056,-58.4707355,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:01,-3.0661033,-58.4707333,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:02,-3.0661017,-58.4707321,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:03,-3.0661004,-58.4707313,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:04,-3.0660997,-58.4707308,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:05,-3.0660993,-58.4707305,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:06,-3.0660985,-58.4707293,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:07,-3.0660978,-58.4707282,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:08,-3.0660968,-58.4707268,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:10,-3.0660958,-58.4707259,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:11,-3.0660952,-58.4707248,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:12,-3.0660942,-58.4707244,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:13,-3.0660939,-58.4707245,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:14,-3.0660974,-58.4707284,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:15,-3.0661014,-58.4707332,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:16,-3.0661029,-58.4707352,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:17,-3.0661011,-58.4707396,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:18,-3.0660993,-58.4707409,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:19,-3.0660979,-58.4707415,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:21,-3.0660976,-58.4707415,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:22,-3.0660974,-58.4707415,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:23,-3.0660974,-58.4707415,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:24,-3.0660962,-58.4707418,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:25,-3.0660951,-58.4707422,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:26,-3.0660936,-58.470742,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:27,-3.0660876,-58.4707412,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:28,-3.0660848,-58.4707416,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:29,-3.0660836,-58.4707419,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:31,-3.0660827,-58.4707422,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:32,-3.0660824,-58.4707435,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:33,-3.0660823,-58.4707446,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:34,-3.0660822,-58.4707452,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:35,-3.0660823,-58.4707454,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:36,-3.0660822,-58.4707455,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:37,-3.0660822,-58.4707456,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:38,-3.0660783,-58.4707417,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:39,-3.0660628,-58.4707397,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:40,-3.0660612,-58.4707415,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:42,-3.0660619,-58.4707434,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:43,-3.0660634,-58.4707453,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:44,-3.066064,-58.4707458,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:45,-3.0660646,-58.4707454,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:46,-3.0660678,-58.4707451,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:47,-3.0660708,-58.4707444,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:48,-3.0660732,-58.4707447,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:49,-3.0660737,-58.4707448,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:50,-3.0660767,-58.4707427,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:52,-3.0660789,-58.4707412,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:53,-3.0660806,-58.4707402,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:54,-3.066082,-58.4707398,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:55,-3.066083,-58.4707397,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:56,-3.0660843,-58.4707402,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:57,-3.0660849,-58.4707404,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:58,-3.0660853,-58.4707407,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:25:59,-3.0660861,-58.4707426,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:00,-3.0660884,-58.4707421,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:02,-3.0660904,-58.4707421,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:03,-3.0660922,-58.4707427,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:04,-3.0660982,-58.4707502,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:05,-3.0661074,-58.4707625,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:06,-3.0661102,-58.470766,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:07,-3.066113,-58.4707686,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:08,-3.0661157,-58.4707703,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:09,-3.0661198,-58.4707717,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:10,-3.0661214,-58.4707719,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:11,-3.0661221,-58.470772,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:13,-3.0661224,-58.4707718,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:14,-3.0661225,-58.4707716,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:15,-3.0661224,-58.4707714,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:16,-3.0661222,-58.4707711,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:17,-3.066122,-58.4707709,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:18,-3.0661219,-58.4707708,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:19,-3.0661233,-58.4707701,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:20,-3.0661253,-58.4707692,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:21,-3.0661261,-58.4707688,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:23,-3.0661265,-58.4707681,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:24,-3.0661268,-58.4707675,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:25,-3.0661268,-58.4707671,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:26,-3.0661268,-58.4707665,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:27,-3.0661267,-58.4707665,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:28,-3.0661266,-58.4707665,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:29,-3.0661265,-58.4707666,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:30,-3.0661264,-58.4707666,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:31,-3.0661264,-58.4707667,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:33,-3.0661264,-58.4707667,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:34,-3.0661264,-58.4707667,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:35,-3.0661264,-58.4707668,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:36,-3.0661264,-58.4707668,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:37,-3.066126,-58.4707667,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:38,-3.0661255,-58.4707666,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:39,-3.066125,-58.4707666,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:40,-3.0661243,-58.4707665,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:41,-3.0661236,-58.4707665,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:42,-3.0661229,-58.470766,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:44,-3.0661224,-58.4707654,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:45,-3.0661203,-58.4707646,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:46,-3.0661171,-58.4707632,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:47,-3.0661166,-58.4707624,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:48,-3.0661167,-58.4707617,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:49,-3.0661172,-58.4707611,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:50,-3.06612,-58.4707604,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:51,-3.0661218,-58.4707606,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:52,-3.066123,-58.4707608,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:54,-3.0661237,-58.4707604,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:55,-3.066124,-58.4707598,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:56,-3.0661243,-58.470759,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:57,-3.0661235,-58.4707583,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:58,-3.0661227,-58.4707577,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:26:59,-3.0661221,-58.4707573,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:00,-3.0661216,-58.4707569,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:01,-3.0661209,-58.4707566,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:02,-3.0661209,-58.4707567,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:03,-3.0661209,-58.4707567,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:05,-3.0661209,-58.4707568,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:06,-3.0661209,-58.4707568,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:07,-3.0661213,-58.4707565,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:08,-3.0661219,-58.470756,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:09,-3.0661226,-58.4707556,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:10,-3.066123,-58.4707553,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:11,-3.0661246,-58.4707555,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:12,-3.0661271,-58.4707605,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:13,-3.0661309,-58.4707618,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:15,-3.0661327,-58.4707638,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:16,-3.0661382,-58.4707613,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:17,-3.0661354,-58.4707594,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:18,-3.0661337,-58.4707584,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:19,-3.0661306,-58.4707575,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:20,-3.0661284,-58.4707571,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:21,-3.0661284,-58.4707554,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:22,-3.0661288,-58.4707548,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:23,-3.0661288,-58.4707542,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:25,-3.0661282,-58.4707539,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:26,-3.0661291,-58.4707526,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:27,-3.0661297,-58.4707529,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:28,-3.0661289,-58.470753,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:29,-3.066128,-58.4707527,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:30,-3.0661271,-58.4707526,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:31,-3.0661268,-58.4707508,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:32,-3.0661262,-58.4707491,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:33,-3.0661257,-58.4707489,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:35,-3.0661247,-58.4707487,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:36,-3.0661243,-58.4707483,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:37,-3.0661237,-58.4707485,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:38,-3.0661225,-58.4707487,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:39,-3.0661172,-58.4707512,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:40,-3.0661133,-58.4707529,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:41,-3.0661091,-58.4707548,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:42,-3.0661062,-58.4707563,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:43,-3.0661057,-58.4707568,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:44,-3.0661055,-58.4707572,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:46,-3.0661057,-58.4707573,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:47,-3.0661057,-58.4707574,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:48,-3.0661059,-58.4707574,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:49,-3.0661052,-58.4707571,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:50,-3.0661045,-58.4707569,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:51,-3.0661039,-58.4707566,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:52,-3.0661032,-58.4707563,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:53,-3.066103,-58.4707561,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:55,-3.0661006,-58.470753,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:56,-3.0660988,-58.4707521,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:57,-3.0660966,-58.4707522,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:58,-3.0660944,-58.470753,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:27:59,-3.0660925,-58.4707541,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:00,-3.0660903,-58.4707553,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:01,-3.0660904,-58.4707564,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:02,-3.0660898,-58.4707577,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:03,-3.0660898,-58.470758,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:05,-3.06609,-58.4707582,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:06,-3.0660902,-58.4707584,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:07,-3.0660904,-58.4707584,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:08,-3.0660905,-58.4707583,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:09,-3.0660907,-58.4707583,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:10,-3.0660908,-58.4707582,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:11,-3.0660908,-58.4707581,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:12,-3.0660893,-58.4707574,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:13,-3.0660894,-58.4707576,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:14,-3.0660896,-58.4707578,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:16,-3.0660892,-58.4707589,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:17,-3.0660882,-58.4707588,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:18,-3.0660868,-58.4707585,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:19,-3.0660862,-58.4707591,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:20,-3.0660865,-58.4707605,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:21,-3.0660866,-58.4707609,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:22,-3.0660868,-58.4707612,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:23,-3.0660868,-58.4707612,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:24,-3.0660861,-58.4707603,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:26,-3.0660856,-58.4707596,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:27,-3.0660857,-58.4707592,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:28,-3.0660862,-58.4707591,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:29,-3.0660867,-58.4707592,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:30,-3.0660869,-58.4707594,-1,,Wi-Fi,-1,-1,-1,-1
moto g200 5G,2023-08-20 14:28:31,-3.066087,-58.4707595,-1,,Wi-Fi,-1,-1,-1,-1
