"deviceId","date","time","level","health","connectionStatus","chargingStatus","temperature","current","voltage","power","capacity","presence"
"70ca26565b6202ab","08/02/2023","12:19:00","96","2","2","2","31.0","0.064392","4.361","0.280813512","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:01","96","2","2","2","31.0","0.037537","4.361","0.163698857","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:02","96","2","2","2","31.0","-0.023193","4.361","-0.101144673","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:03","96","2","2","2","31.0","0.116273","4.361","0.507066553","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:04","96","2","2","2","31.0","-0.020141","4.361","-0.087834901","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:05","96","2","2","2","31.0","0.057984","4.361","0.252868224","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:06","96","2","2","2","31.0","0.025024","4.361","0.109129664","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:07","96","2","2","2","31.0","0.070191","4.361","0.306102951","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:08","96","2","2","2","31.0","0.049439","4.361","0.215603479","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:09","96","2","2","2","31.0","0.0943","4.361","0.4112423","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:10","96","2","2","2","31.0","-0.00885","4.361","-0.03859485","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:11","96","2","2","2","31.0","0.052796","4.361","0.230243356","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:12","96","2","2","2","31.0","0.029297","4.361","0.127764217","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:13","96","2","2","2","31.0","-0.029297","4.361","-0.127764217","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:14","96","2","2","2","31.0","0.064698","4.361","0.282147978","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:15","96","2","2","2","31.0","0.084534","4.361","0.368652774","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:16","96","2","2","2","31.0","-0.028686","4.361","-0.125099646","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:17","96","2","2","2","31.0","-0.007934","4.361","-0.034600174","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:18","96","2","2","2","31.0","0.055847","4.361","0.243548767","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:19","96","2","2","2","31.0","0.075684","4.361","0.330057924","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:20","96","2","2","2","31.0","0.099793","4.361","0.435197273","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:21","96","2","2","2","31.0","-0.02655","4.361","-0.11578455","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:22","96","2","2","2","31.0","-0.067139","4.361","-0.292793179","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:23","96","2","2","2","31.0","0.032654","4.361","0.142404094","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:24","96","2","2","2","31.0","0.024414","4.361","0.106469454","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:25","96","2","2","2","31.0","0.08606","4.361","0.37530766","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:26","96","2","2","2","31.0","0.112611","4.361","0.491096571","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:27","96","2","2","2","31.0","-0.019531","4.361","-0.085174691","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:28","96","2","2","2","31.0","-1.310442","4.361","-5.714837562","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:29","96","2","2","2","31.0","-0.19501","4.361","-0.85043861","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:30","96","2","2","2","31.0","-0.049439","4.361","-0.215603479","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:31","96","2","2","2","31.0","-0.037537","4.361","-0.163698857","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:32","96","2","2","2","31.0","-0.392461","4.361","-1.711522421","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:33","96","2","2","2","31.0","-0.218814","4.361","-0.954247854","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:34","96","2","2","2","31.0","-0.188906","4.361","-0.823819066","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:35","96","2","2","2","31.0","-0.326847","4.361","-1.425379767","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:36","96","2","2","2","31.0","-0.152284","4.361","-0.664110524","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:37","96","2","2","2","31.0","-0.026245","4.361","-0.114454445","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:38","96","2","2","2","31.0","-0.565498","4.361","-2.466136778","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:39","96","2","2","2","31.0","-0.430303","4.361","-1.876551383","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:40","96","2","2","2","31.0","-0.378728","4.361","-1.651632808","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:41","96","2","2","2","31.0","-0.158388","4.361","-0.690730068","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:42","96","2","2","2","31.0","-0.420232","4.361","-1.832631752","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:43","96","2","2","2","31.0","-0.304264","4.361","-1.326895304","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:44","96","2","2","2","31.0","-0.446173","4.351","-1.941298723","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:45","96","2","2","2","31.0","-0.523078","4.351","-2.275912378","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:46","96","2","2","2","31.0","-0.201113","4.351","-0.875042663","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:47","96","2","2","2","31.0","-0.079346","4.351","-0.345234446","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:48","96","2","2","2","31.0","-0.477911","4.351","-2.079390761","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:49","96","2","2","2","31.0","-0.394902","4.351","-1.718218602","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:50","96","2","2","2","31.0","-1.119705","4.351","-4.871836455","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:51","96","2","2","2","31.0","-0.263065","4.351","-1.144595815","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:52","96","2","2","2","31.0","-0.317692","4.351","-1.382277892","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:53","96","2","2","2","31.0","-0.225528","4.351","-0.981272328","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:54","96","2","2","2","31.0","-0.427862","4.351","-1.861627562","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:55","96","2","2","2","31.0","-0.250552","4.351","-1.090151752","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:56","96","2","2","2","31.0","-0.437017","4.351","-1.901460967","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:57","96","2","2","2","31.0","-1.391925","4.351","-6.056265675","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:58","96","2","2","2","31.0","-0.527045","4.351","-2.293172795","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:19:59","96","2","2","2","31.0","-0.305485","4.351","-1.329165235","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:00","96","2","2","2","32.0","-0.478522","4.341","-2.077264002","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:01","96","2","2","2","32.0","-0.393987","4.341","-1.710297567","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:02","96","2","2","2","32.0","-0.301517","4.341","-1.308885297","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:03","96","2","2","2","32.0","-0.193789","4.341","-0.841238049","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:04","96","2","2","2","32.0","-0.525825","4.341","-2.282606325","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:05","96","2","2","2","32.0","-0.184328","4.341","-0.800167848","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:06","96","2","2","2","32.0","-0.600899","4.341","-2.608502559","5138.0","present"
"70ca26565b6202ab","08/02/2023","12:20:07","96","2","2","2","32.0","-1.061721","4.341","-4.608930861","5138.0","present"
