latitude,longitude,rsrp [dBm],rsrq,rssnr,cqi,weight,
-2.8829201,-59.0084028,2147483647,-20,-3,2147483647,,
-2.8830393,-59.0085479,2147483647,-20,-3,2147483647,,
-2.8831581,-59.0086912,2147483647,-20,-3,2147483647,,
-2.883281,-59.0088393,2147483647,-20,-3,2147483647,,
-2.8834023,-59.008985,2147483647,-20,-3,2147483647,,
-2.8835223,-59.0091271,2147483647,-20,-3,2147483647,,
-2.8836437,-59.0092736,2147483647,-20,-3,2147483647,,
-2.8838807,-59.0095676,2147483647,-20,-3,2147483647,,
-2.8840008,-59.0097151,2147483647,-20,-3,2147483647,,
-2.8841212,-59.0098633,2147483647,-20,-3,2147483647,,
-2.8842431,-59.0100122,2147483647,-20,-3,2147483647,,
-2.8843638,-59.0101593,2147483647,-20,-3,2147483647,,
-2.8844819,-59.0103094,2147483647,-20,-3,2147483647,,
-2.8846026,-59.0104588,2147483647,-20,-3,2147483647,,
-2.8848478,-59.0107539,2147483647,-20,-3,2147483647,,
-2.8849694,-59.0109012,2147483647,-20,-3,2147483647,,
-2.8850883,-59.0110471,2147483647,-20,-3,2147483647,,
-2.8852054,-59.0111908,2147483647,-20,-3,2147483647,,
-2.8853222,-59.0113348,2147483647,-20,-3,2147483647,,
-2.8854373,-59.0114772,2147483647,-20,-3,2147483647,,
-2.8855521,-59.0116184,2147483647,-20,-3,2147483647,,
-2.8857814,-59.0118888,2147483647,-20,-3,2147483647,,
-2.885894,-59.0120218,2147483647,-20,-3,2147483647,,
-2.8860105,-59.0121521,2147483647,-20,-3,2147483647,,
-2.8861312,-59.0122805,2147483647,-20,-3,2147483647,,
-2.8862561,-59.0124056,2147483647,-20,-3,2147483647,,
-2.8863838,-59.0125265,2147483647,-20,-3,2147483647,,
-2.8865138,-59.0126406,2147483647,-20,-3,2147483647,,
-2.8868025,-59.0128503,2147483647,-20,-3,2147483647,,
-2.8869514,-59.012945,2147483647,-20,-3,2147483647,,
-2.8871027,-59.0130376,2147483647,-20,-3,2147483647,,
-2.8872551,-59.0131222,2147483647,-20,-3,2147483647,,
-2.8874161,-59.0132021,2147483647,-20,-3,2147483647,,
-2.8875841,-59.0132804,2147483647,-20,-3,2147483647,,
-2.8877505,-59.013354,2147483647,-20,-3,2147483647,,
-2.8881033,-59.0134798,2147483647,-20,-3,2147483647,,
-2.8882816,-59.0135354,2147483647,-20,-3,2147483647,,
-2.8884666,-59.013584,2147483647,-20,-3,2147483647,,
-2.8886488,-59.0136344,2147483647,-20,-3,2147483647,,
-2.8888345,-59.0136826,2147483647,-20,-3,2147483647,,
-2.8890239,-59.013726,2147483647,-20,-3,2147483647,,
-2.8892197,-59.0137646,2147483647,-20,-3,2147483647,,
-2.8896324,-59.013825,2147483647,-20,-3,2147483647,,
-2.8898445,-59.0138528,2147483647,-20,-3,2147483647,,
-2.8900575,-59.0138799,2147483647,-20,-3,2147483647,,
-2.8902698,-59.0139082,2147483647,-20,-3,2147483647,,
-2.8904792,-59.0139386,2147483647,-20,-3,2147483647,,
-2.8906811,-59.0139704,2147483647,-20,-3,2147483647,,
-2.8908776,-59.0140009,2147483647,-20,-3,2147483647,,
-2.8910697,-59.0140367,2147483647,-20,-3,2147483647,,
-2.8914499,-59.0141214,2147483647,-20,-3,2147483647,,
-2.8916408,-59.0141667,2147483647,-20,-3,2147483647,,
-2.8918325,-59.0142122,2147483647,-20,-3,2147483647,,
-2.892022,-59.0142625,2147483647,-20,-3,2147483647,,
-2.8922095,-59.0143178,2147483647,-20,-3,2147483647,,
-2.8923962,-59.0143755,2147483647,-20,-3,2147483647,,
-2.8925787,-59.0144348,2147483647,-20,-3,2147483647,,
-2.8929518,-59.0145645,2147483647,-20,-3,2147483647,,
-2.8931332,-59.0146465,2147483647,-20,-3,2147483647,,
-2.8933154,-59.0147342,2147483647,-20,-3,2147483647,,
-2.8934881,-59.0148258,2147483647,-20,-3,2147483647,,
-2.8936596,-59.0149323,2147483647,-20,-3,2147483647,,
-2.8938377,-59.0150403,2147483647,-20,-3,2147483647,,
-2.8941862,-59.0152572,2147483647,-20,-3,2147483647,,
-2.8943571,-59.0153695,2147483647,-20,-3,2147483647,,
-2.8945272,-59.0154846,2147483647,-20,-3,2147483647,,
-2.8946989,-59.0155997,2147483647,-20,-3,2147483647,,
-2.8948811,-59.0157202,2147483647,-20,-3,2147483647,,
-2.8950544,-59.0158473,2147483647,-20,-3,2147483647,,
-2.895222,-59.015971,2147483647,-20,-3,2147483647,,
-2.8955598,-59.0162177,2147483647,-20,-3,2147483647,,
-2.8957343,-59.0163358,2147483647,-20,-3,2147483647,,
-2.8959094,-59.0164529,2147483647,-20,-3,2147483647,,
-2.8960849,-59.0165677,2147483647,-20,-3,2147483647,,
-2.8962608,-59.0166804,2147483647,-20,-3,2147483647,,
-2.8964318,-59.0167921,2147483647,-20,-3,2147483647,,
-2.8965997,-59.0169052,2147483647,-20,-3,2147483647,,
-2.8969278,-59.017141,2147483647,-20,-3,2147483647,,
-2.8970896,-59.0172606,2147483647,-20,-3,2147483647,,
-2.8972472,-59.0173795,2147483647,-20,-3,2147483647,,
-2.8974049,-59.0175024,2147483647,-20,-3,2147483647,,
-2.89756,-59.0176242,2147483647,-20,-3,2147483647,,
-2.8977157,-59.0177505,2147483647,-20,-3,2147483647,,
-2.8978647,-59.0178793,2147483647,-20,-3,2147483647,,
-2.8981648,-59.0181476,2147483647,-20,-3,2147483647,,
-2.8983151,-59.018282,2147483647,-20,-3,2147483647,,
-2.8984581,-59.0184187,2147483647,-20,-3,2147483647,,
-2.8985984,-59.0185545,2147483647,-20,-3,2147483647,,
-2.8987395,-59.0186931,2147483647,-20,-3,2147483647,,
-2.8988823,-59.0188286,2147483647,-20,-3,2147483647,,
-2.8991629,-59.0191021,2147483647,-20,-3,2147483647,,
-2.8993007,-59.0192393,2147483647,-20,-3,2147483647,,
-2.8994418,-59.0193777,2147483647,-20,-3,2147483647,,
-2.8995811,-59.0195177,2147483647,-20,-3,2147483647,,
-2.8997196,-59.0196573,2147483647,-20,-3,2147483647,,
-2.8998551,-59.0197986,2147483647,-20,-3,2147483647,,
-2.8999881,-59.0199415,2147483647,-20,-3,2147483647,,
-2.9002543,-59.0202221,2147483647,-20,-3,2147483647,,
-2.9003817,-59.0203703,2147483647,-20,-3,2147483647,,
-2.9005026,-59.0205163,2147483647,-20,-3,2147483647,,
-2.9006197,-59.0206654,2147483647,-20,-3,2147483647,,
-2.9007269,-59.0208197,2147483647,-20,-3,2147483647,,
-2.9008269,-59.0209781,2147483647,-20,-3,2147483647,,
-2.9009192,-59.02114,2147483647,-20,-3,2147483647,,
-2.9010107,-59.0213034,2147483647,-20,-3,2147483647,,
-2.9011766,-59.0216358,2147483647,-20,-3,2147483647,,
-2.9012585,-59.0218031,2147483647,-20,-3,2147483647,,
-2.9013305,-59.0219708,2147483647,-20,-3,2147483647,,
-2.9014014,-59.0221415,2147483647,-20,-3,2147483647,,
-2.9014692,-59.0223129,2147483647,-20,-3,2147483647,,
-2.9015355,-59.022478,2147483647,-20,-3,2147483647,,
-2.9016007,-59.0226411,2147483647,-20,-3,2147483647,,
-2.9017294,-59.0229625,2147483647,-20,-3,2147483647,,
-2.901791,-59.0231181,2147483647,-20,-3,2147483647,,
-2.9018505,-59.0232691,2147483647,-20,-3,2147483647,,
-2.9019141,-59.0234173,2147483647,-20,-3,2147483647,,
-2.9019799,-59.0235613,2147483647,-20,-3,2147483647,,
-2.9020439,-59.023706,2147483647,-20,-3,2147483647,,
-2.9021718,-59.0239967,2147483647,-20,-3,2147483647,,
-2.9022403,-59.0241364,2147483647,-20,-3,2147483647,,
-2.9023055,-59.0242734,2147483647,-20,-3,2147483647,,
-2.9023678,-59.0244156,2147483647,-20,-3,2147483647,,
-2.9024341,-59.0245526,2147483647,-20,-3,2147483647,,
-2.9025009,-59.0246859,2147483647,-20,-3,2147483647,,
-2.9025679,-59.0248181,2147483647,-20,-3,2147483647,,
-2.9026972,-59.0250831,2147483647,-20,-3,2147483647,,
-2.9027622,-59.0252234,2147483647,-20,-3,2147483647,,
-2.9028281,-59.0253703,2147483647,-20,-3,2147483647,,
-2.9028943,-59.0255217,2147483647,-20,-3,2147483647,,
-2.90296,-59.0256751,2147483647,-20,-3,2147483647,,
-2.9030286,-59.0258347,2147483647,-20,-3,2147483647,,
-2.9030967,-59.0259936,2147483647,-20,-3,2147483647,,
-2.9031665,-59.0261522,2147483647,-20,-3,2147483647,,
-2.9033053,-59.0264699,2147483647,-20,-3,2147483647,,
-2.903373,-59.0266312,2147483647,-20,-3,2147483647,,
-2.9034414,-59.0267876,2147483647,-20,-3,2147483647,,
-2.90351,-59.0269455,2147483647,-20,-3,2147483647,,
-2.9035769,-59.0271032,2147483647,-20,-3,2147483647,,
-2.9036506,-59.027264,2147483647,-20,-3,2147483647,,
-2.9037234,-59.0274249,2147483647,-20,-3,2147483647,,
-2.903796,-59.0275866,2147483647,-20,-3,2147483647,,
-2.9038683,-59.0277464,2147483647,-20,-3,2147483647,,
-2.9040249,-59.0280692,2147483647,-20,-3,2147483647,,
-2.9041027,-59.0282243,2147483647,-20,-3,2147483647,,
-2.9041802,-59.0283857,2147483647,-20,-3,2147483647,,
-2.904258,-59.0285497,2147483647,-20,-3,2147483647,,
-2.9043338,-59.0287152,2147483647,-20,-3,2147483647,,
-2.9044093,-59.0288818,2147483647,-20,-3,2147483647,,
-2.9044834,-59.0290504,2147483647,-20,-3,2147483647,,
-2.9046331,-59.0293877,2147483647,-20,-3,2147483647,,
-2.9047091,-59.0295595,2147483647,-20,-3,2147483647,,
-2.9047844,-59.0297315,2147483647,-20,-3,2147483647,,
-2.9048614,-59.0299079,2147483647,-20,-3,2147483647,,
-2.904941,-59.0300869,2147483647,-20,-3,2147483647,,
-2.905021,-59.0302712,2147483647,-20,-3,2147483647,,
-2.905104,-59.0304557,2147483647,-20,-3,2147483647,,
-2.9051879,-59.0306408,2147483647,-20,-3,2147483647,,
-2.9053545,-59.0310193,2147483647,-20,-3,2147483647,,
-2.9054389,-59.0312081,2147483647,-20,-3,2147483647,,
-2.9055231,-59.0313965,2147483647,-20,-3,2147483647,,
-2.9056073,-59.0315824,2147483647,-20,-3,2147483647,,
-2.9056918,-59.0317719,2147483647,-20,-3,2147483647,,
-2.9057744,-59.03196,2147483647,-20,-3,2147483647,,
-2.9058605,-59.0321464,2147483647,-20,-3,2147483647,,
-2.9059468,-59.0323282,2147483647,-20,-3,2147483647,,
-2.9061156,-59.0326962,2147483647,-20,-3,2147483647,,
-2.9062,-59.03288,2147483647,-20,-3,2147483647,,
-2.9062839,-59.0330632,2147483647,-20,-3,2147483647,,
-2.9063686,-59.0332456,2147483647,-20,-3,2147483647,,
-2.9064547,-59.0334259,2147483647,-20,-3,2147483647,,
-2.9065443,-59.0336065,2147483647,-20,-3,2147483647,,
-2.9066378,-59.0337836,2147483647,-20,-3,2147483647,,
-2.906836,-59.0341249,2147483647,-20,-3,2147483647,,
-2.9069409,-59.0342908,2147483647,-20,-3,2147483647,,
-2.9070495,-59.0344522,2147483647,-20,-3,2147483647,,
-2.9071651,-59.0346112,2147483647,-20,-3,2147483647,,
-2.907288,-59.0347698,2147483647,-20,-3,2147483647,,
-2.9074156,-59.0349211,2147483647,-20,-3,2147483647,,
-2.9075509,-59.0350727,2147483647,-20,-3,2147483647,,
-2.9076886,-59.0352166,2147483647,-20,-3,2147483647,,
-2.9079884,-59.0354909,2147483647,-20,-3,2147483647,,
-2.9081533,-59.0356189,2147483647,-20,-3,2147483647,,
-2.9083177,-59.0357471,2147483647,-20,-3,2147483647,,
-2.9084859,-59.0358761,2147483647,-20,-3,2147483647,,
-2.9086606,-59.036008,2147483647,-20,-3,2147483647,,
-2.9088351,-59.0361336,2147483647,-20,-3,2147483647,,
-2.9090089,-59.0362623,2147483647,-20,-3,2147483647,,
-2.9093527,-59.0365034,2147483647,-20,-3,2147483647,,
-2.9095238,-59.0366181,2147483647,-20,-3,2147483647,,
-2.9096921,-59.036734,2147483647,-20,-3,2147483647,,
-2.9098544,-59.0368454,2147483647,-20,-3,2147483647,,
-2.9100186,-59.0369571,2147483647,-20,-3,2147483647,,
-2.9101881,-59.037073,2147483647,-20,-3,2147483647,,
-2.9103605,-59.0371921,2147483647,-20,-3,2147483647,,
-2.9106564,-59.037479,2147483647,-20,-3,2147483647,,
-2.9107873,-59.0376374,2147483647,-20,-3,2147483647,,
-2.9109004,-59.0378099,2147483647,-20,-3,2147483647,,
-2.911008,-59.0379879,2147483647,-20,-3,2147483647,,
-2.9111133,-59.0381651,2147483647,-20,-3,2147483647,,
-2.9112164,-59.0383443,2147483647,-20,-3,2147483647,,
-2.9114201,-59.0386869,2147483647,-20,-3,2147483647,,
-2.9115193,-59.0388515,2147483647,-20,-3,2147483647,,
-2.9116213,-59.0390187,2147483647,-20,-3,2147483647,,
-2.9117177,-59.0391899,2147483647,-20,-3,2147483647,,
-2.9118142,-59.0393639,2147483647,-20,-3,2147483647,,
-2.9119075,-59.0395399,2147483647,-20,-3,2147483647,,
-2.9119965,-59.0397163,2147483647,-20,-3,2147483647,,
-2.9121765,-59.0400881,2147483647,-20,-3,2147483647,,
-2.9122692,-59.040273,2147483647,-20,-3,2147483647,,
-2.9123617,-59.0404538,2147483647,-20,-3,2147483647,,
-2.9124542,-59.0406294,2147483647,-20,-3,2147483647,,
-2.9125446,-59.0408008,2147483647,-20,-3,2147483647,,
-2.9126322,-59.0409659,2147483647,-20,-3,2147483647,,
-2.9127165,-59.0411317,2147483647,-20,-3,2147483647,,
-2.9128594,-59.0414607,2147483647,-20,-3,2147483647,,
-2.9129216,-59.0416177,2147483647,-20,-3,2147483647,,
-2.9129673,-59.0417711,2147483647,-20,-3,2147483647,,
-2.9130076,-59.0419194,2147483647,-20,-3,2147483647,,
-2.9130408,-59.0420666,2147483647,-20,-3,2147483647,,
-2.9130662,-59.0422186,2147483647,-20,-3,2147483647,,
-2.9130756,-59.0423665,2147483647,-20,-3,2147483647,,
-2.9130412,-59.0426712,2147483647,-20,-3,2147483647,,
-2.9130032,-59.042826,2147483647,-20,-3,2147483647,,
-2.912953,-59.0429774,2147483647,-20,-3,2147483647,,
-2.9128943,-59.0431262,2147483647,-20,-3,2147483647,,
-2.9128383,-59.0432784,2147483647,-20,-3,2147483647,,
-2.9127753,-59.0434226,2147483647,-20,-3,2147483647,,
-2.9127053,-59.0435569,2147483647,-20,-3,2147483647,,
-2.9125505,-59.043793,2147483647,-20,-3,2147483647,,
-2.9124675,-59.043905,2147483647,-20,-3,2147483647,,
-2.9123881,-59.0440149,2147483647,-20,-3,2147483647,,
-2.912304,-59.04413,2147483647,-20,-3,2147483647,,
-2.9122173,-59.0442532,2147483647,-20,-3,2147483647,,
-2.9121347,-59.0443823,2147483647,-20,-3,2147483647,,
-2.912053,-59.0445111,2147483647,-20,-3,2147483647,,
-2.9118858,-59.0447847,2147483647,-20,-3,2147483647,,
-2.9118015,-59.0449217,2147483647,-20,-3,2147483647,,
-2.9117187,-59.0450605,2147483647,-20,-3,2147483647,,
-2.911635,-59.0451966,2147483647,-20,-3,2147483647,,
-2.9115509,-59.0453285,2147483647,-20,-3,2147483647,,
-2.9114676,-59.0454589,2147483647,-20,-3,2147483647,,
-2.9113884,-59.0455852,2147483647,-20,-3,2147483647,,
-2.9112402,-59.0458358,2147483647,-20,-3,2147483647,,
-2.9111685,-59.0459567,2147483647,-20,-3,2147483647,,
-2.911097,-59.046076,2147483647,-20,-3,2147483647,,
-2.9110258,-59.0461914,2147483647,-20,-3,2147483647,,
-2.9109539,-59.0463032,2147483647,-20,-3,2147483647,,
-2.9108821,-59.0464159,2147483647,-20,-3,2147483647,,
-2.9108109,-59.0465298,2147483647,-20,-3,2147483647,,
-2.9106762,-59.0467558,2147483647,-20,-3,2147483647,,
-2.9106083,-59.0468708,2147483647,-20,-3,2147483647,,
-2.9105376,-59.0469862,2147483647,-20,-3,2147483647,,
-2.9104678,-59.0471055,2147483647,-20,-3,2147483647,,
-2.910401,-59.0472235,2147483647,-20,-3,2147483647,,
-2.9103352,-59.0473413,2147483647,-20,-3,2147483647,,
-2.9102711,-59.0474599,2147483647,-20,-3,2147483647,,
-2.9101442,-59.0476983,2147483647,-20,-3,2147483647,,
-2.9100804,-59.0478186,2147483647,-20,-3,2147483647,,
-2.9100156,-59.0479349,2147483647,-20,-3,2147483647,,
-2.909953,-59.0480411,2147483647,-20,-3,2147483647,,
-2.9098951,-59.0481338,2147483647,-20,-3,2147483647,,
-2.909843,-59.0482129,2147483647,-20,-3,2147483647,,
-2.9097688,-59.0483317,2147483647,-20,-3,2147483647,,
-2.9097406,-59.0483702,2147483647,-20,-3,2147483647,,
-2.9097127,-59.0484014,2147483647,-20,-3,2147483647,,
-2.9096875,-59.048427,2147483647,-20,-3,2147483647,,
-2.9096624,-59.0484537,2147483647,-20,-3,2147483647,,
-2.9096427,-59.0484793,2147483647,-20,-3,2147483647,,
-2.9096288,-59.0485067,2147483647,-20,-3,2147483647,,
-2.9096158,-59.0485563,2147483647,-20,-3,2147483647,,
-2.9096131,-59.0485772,2147483647,-20,-3,2147483647,,
-2.909603,-59.0486077,2147483647,-20,-3,2147483647,,
-2.9095926,-59.0486307,2147483647,-20,-3,2147483647,,
-2.9095813,-59.0486534,2147483647,-20,-3,2147483647,,
-2.9095638,-59.0486751,-1,-1,N/D,-1,,
-2.9095514,-59.0486897,-1,-1,N/D,-1,,
-2.9095331,-59.0487325,-1,-1,N/D,-1,,
-2.9095345,-59.0487623,-1,-1,N/D,-1,,
-2.9095401,-59.0487785,-1,-1,N/D,-1,,
-2.9095541,-59.0488029,-1,-1,N/D,-1,,
-2.9095725,-59.0488146,-1,-1,N/D,-1,,
-2.909586,-59.0488223,-1,-1,N/D,-1,,
-2.9095984,-59.0488289,-1,-1,N/D,-1,,
-2.9096138,-59.0488404,-1,-1,N/D,-1,,
-2.9096201,-59.0488437,-1,-1,N/D,-1,,
-2.9096246,-59.0488468,-1,-1,N/D,-1,,
-2.9096068,-59.0488342,-1,-1,N/D,-1,,
-2.9096115,-59.0488272,-1,-1,N/D,-1,,
-2.9096132,-59.0488244,-1,-1,N/D,-1,,
-2.9096135,-59.0488239,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,2147483647,-20,-3,2147483647,,
-2.9096136,-59.0488238,2147483647,-20,-3,2147483647,,
-2.9096136,-59.0488238,2147483647,-20,-3,2147483647,,
-2.9096136,-59.0488238,2147483647,-20,-3,2147483647,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9096136,-59.0488238,-1,-1,N/D,-1,,
-2.9095999,-59.0488277,-1,-1,N/D,-1,,
-2.9095889,-59.0488212,-1,-1,N/D,-1,,
-2.909584,-59.0488128,2147483647,-20,-3,2147483647,,
-2.9095818,-59.0488061,2147483647,-20,-3,2147483647,,
-2.9095797,-59.0488031,2147483647,-20,-3,2147483647,,
-2.9095786,-59.0488025,2147483647,-20,-3,2147483647,,
-2.9095791,-59.0488028,2147483647,-20,-3,2147483647,,
-2.9095796,-59.0488031,2147483647,-20,-3,2147483647,,
-2.9095797,-59.0488031,2147483647,-20,-3,2147483647,,
-2.9095797,-59.0488032,2147483647,-20,-3,2147483647,,
-2.9095798,-59.0488032,2147483647,-20,-3,2147483647,,
-2.9095798,-59.0488032,2147483647,-20,-3,2147483647,,
-2.9095798,-59.0488032,2147483647,-20,-3,2147483647,,
-2.9095798,-59.0488032,2147483647,-20,-3,2147483647,,
-2.9095798,-59.0488032,2147483647,-20,-3,2147483647,,
-2.9095806,-59.0488026,2147483647,-20,-3,2147483647,,
-2.9095798,-59.0487987,2147483647,-20,-3,2147483647,,
-2.9095817,-59.0487962,2147483647,-20,-3,2147483647,,
-2.9095859,-59.0487956,2147483647,-20,-3,2147483647,,
-2.909591,-59.0487966,2147483647,-20,-3,2147483647,,
-2.9095952,-59.0487979,2147483647,-20,-3,2147483647,,
-2.9095991,-59.0487992,2147483647,-20,-3,2147483647,,
-2.9096045,-59.0488013,2147483647,-20,-3,2147483647,,
-2.9096084,-59.0488026,2147483647,-20,-3,2147483647,,
-2.9096114,-59.048803,2147483647,-20,-3,2147483647,,
-2.9096149,-59.0488033,2147483647,-20,-3,2147483647,,
-2.9096182,-59.0488041,2147483647,-20,-3,2147483647,,
-2.9096213,-59.048806,2147483647,-20,-3,2147483647,,
-2.9096239,-59.0488076,2147483647,-20,-3,2147483647,,
-2.9096251,-59.0488084,2147483647,-20,-3,2147483647,,
-2.9096267,-59.0488106,2147483647,-20,-3,2147483647,,
-2.9096274,-59.0488115,2147483647,-20,-3,2147483647,,
-2.9096282,-59.0488119,2147483647,-20,-3,2147483647,,
-2.90963,-59.0488126,2147483647,-20,-3,2147483647,,
-2.9096326,-59.0488124,2147483647,-20,-3,2147483647,,
-2.909637,-59.0488119,2147483647,-20,-3,2147483647,,
-2.9096434,-59.0488126,2147483647,-20,-3,2147483647,,
-2.9096521,-59.0488137,2147483647,-20,-3,2147483647,,
-2.9096655,-59.0488103,2147483647,-20,-3,2147483647,,
-2.9096716,-59.0488073,2147483647,-20,-3,2147483647,,
-2.9096839,-59.0488045,2147483647,-20,-3,2147483647,,
-2.9096913,-59.0488062,2147483647,-20,-3,2147483647,,
-2.9096948,-59.0488083,2147483647,-20,-3,2147483647,,
-2.909696,-59.0488094,2147483647,-20,-3,2147483647,,
-2.9096975,-59.0488097,2147483647,-20,-3,2147483647,,
-2.9096989,-59.0488099,2147483647,-20,-3,2147483647,,
-2.9097002,-59.0488102,2147483647,-20,-3,2147483647,,
-2.9097027,-59.0488107,2147483647,-20,-3,2147483647,,
-2.9097037,-59.0488111,2147483647,-20,-3,2147483647,,
-2.9097048,-59.0488113,2147483647,-20,-3,2147483647,,
-2.9097055,-59.0488113,2147483647,-20,-3,2147483647,,
-2.9097062,-59.0488115,2147483647,-20,-3,2147483647,,
-2.9097074,-59.0488108,2147483647,-20,-3,2147483647,,
-2.9097088,-59.0488088,2147483647,-20,-3,2147483647,,
-2.9097094,-59.0488084,2147483647,-20,-3,2147483647,,
-2.9097104,-59.0488075,2147483647,-20,-3,2147483647,,
-2.9097111,-59.0488069,2147483647,-20,-3,2147483647,,
-2.9097116,-59.0488064,2147483647,-20,-3,2147483647,,
-2.9097124,-59.0488057,2147483647,-20,-3,2147483647,,
-2.9097125,-59.0488052,2147483647,-20,-3,2147483647,,
-2.9097129,-59.0488049,2147483647,-20,-3,2147483647,,
-2.909713,-59.0488048,2147483647,-20,-3,2147483647,,
-2.9097128,-59.0488048,2147483647,-20,-3,2147483647,,
-2.909713,-59.0488048,2147483647,-20,-3,2147483647,,
-2.9097135,-59.0488046,2147483647,-20,-3,2147483647,,
-2.909714,-59.0488042,2147483647,-20,-3,2147483647,,
-2.9097147,-59.0488038,2147483647,-20,-3,2147483647,,
-2.9097149,-59.0488035,2147483647,-20,-3,2147483647,,
-2.9097157,-59.0488028,2147483647,-20,-3,2147483647,,
-2.9097156,-59.0488017,2147483647,-20,-3,2147483647,,
-2.9097156,-59.0488004,2147483647,-20,-3,2147483647,,
-2.9097155,-59.0487991,2147483647,-20,-3,2147483647,,
-2.9097156,-59.048799,2147483647,-20,-3,2147483647,,
-2.9097161,-59.0487991,2147483647,-20,-3,2147483647,,
-2.9097169,-59.0488002,2147483647,-20,-3,2147483647,,
-2.909717,-59.0488017,2147483647,-20,-3,2147483647,,
-2.909716,-59.0488037,2147483647,-20,-3,2147483647,,
-2.9097149,-59.0488054,2147483647,-20,-3,2147483647,,
-2.909714,-59.0488058,2147483647,-20,-3,2147483647,,
-2.909714,-59.0488058,2147483647,-20,-3,2147483647,,
-2.9097119,-59.0488076,2147483647,-20,-3,2147483647,,
-2.9097102,-59.0488082,2147483647,-20,-3,2147483647,,
-2.9097093,-59.0488084,2147483647,-20,-3,2147483647,,
-2.9097083,-59.0488095,2147483647,-20,-3,2147483647,,
-2.9097078,-59.0488095,2147483647,-20,-3,2147483647,,
-2.9097077,-59.0488094,2147483647,-20,-3,2147483647,,
-2.9097082,-59.0488085,2147483647,-20,-3,2147483647,,
-2.9097087,-59.0488086,2147483647,-20,-3,2147483647,,
-2.9097093,-59.0488088,2147483647,-20,-3,2147483647,,
-2.9097092,-59.0488092,2147483647,-20,-3,2147483647,,
-2.9097076,-59.0488081,2147483647,-20,-3,2147483647,,
-2.9097063,-59.0488072,2147483647,-20,-3,2147483647,,
-2.9097048,-59.0488059,2147483647,-20,-3,2147483647,,
-2.9097071,-59.0488071,2147483647,-20,-3,2147483647,,
-2.9097119,-59.0488093,2147483647,-20,-3,2147483647,,
-2.909717,-59.0488115,2147483647,-20,-3,2147483647,,
-2.9097223,-59.048813,2147483647,-20,-3,2147483647,,
-2.9097272,-59.0488144,2147483647,-20,-3,2147483647,,
-2.9097346,-59.0488167,2147483647,-20,-3,2147483647,,
-2.9097373,-59.0488179,2147483647,-20,-3,2147483647,,
-2.9097392,-59.0488191,2147483647,-20,-3,2147483647,,
-2.9097411,-59.0488202,2147483647,-20,-3,2147483647,,
-2.9097429,-59.0488204,2147483647,-20,-3,2147483647,,
-2.9097445,-59.0488207,2147483647,-20,-3,2147483647,,
-2.9097465,-59.0488216,2147483647,-20,-3,2147483647,,
-2.9097479,-59.0488217,2147483647,-20,-3,2147483647,,
-2.9097496,-59.04882,2147483647,-20,-3,2147483647,,
-2.9097505,-59.0488192,2147483647,-20,-3,2147483647,,
-2.909751,-59.0488187,2147483647,-20,-3,2147483647,,
-2.9097513,-59.0488184,2147483647,-20,-3,2147483647,,
-2.9097514,-59.0488183,2147483647,-20,-3,2147483647,,
-2.9097515,-59.0488182,2147483647,-20,-3,2147483647,,
-2.9097515,-59.0488182,2147483647,-20,-3,2147483647,,
-2.9097515,-59.0488182,2147483647,-20,-3,2147483647,,
-2.9097522,-59.0488202,2147483647,-20,-3,2147483647,,
-2.9097523,-59.0488226,2147483647,-20,-3,2147483647,,
-2.9097514,-59.0488221,2147483647,-20,-3,2147483647,,
-2.9097491,-59.0488207,2147483647,-20,-3,2147483647,,
-2.909748,-59.0488201,2147483647,-20,-3,2147483647,,
-2.9097469,-59.0488193,2147483647,-20,-3,2147483647,,
-2.9097462,-59.0488197,2147483647,-20,-3,2147483647,,
-2.9097458,-59.0488201,2147483647,-20,-3,2147483647,,
-2.909745,-59.0488202,2147483647,-20,-3,2147483647,,
-2.909744,-59.0488196,2147483647,-20,-3,2147483647,,
-2.9097437,-59.0488195,2147483647,-20,-3,2147483647,,
-2.9097432,-59.0488195,2147483647,-20,-3,2147483647,,
-2.9097428,-59.0488194,2147483647,-20,-3,2147483647,,
-2.9097426,-59.0488196,2147483647,-20,-3,2147483647,,
-2.9097424,-59.0488199,2147483647,-20,-3,2147483647,,
-2.9097424,-59.0488203,2147483647,-20,-3,2147483647,,
-2.9097428,-59.0488206,2147483647,-20,-3,2147483647,,
-2.9097427,-59.0488211,2147483647,-20,-3,2147483647,,
-2.9097426,-59.0488212,2147483647,-20,-3,2147483647,,
-2.9097427,-59.0488212,2147483647,-20,-3,2147483647,,
-2.9097432,-59.0488212,2147483647,-20,-3,2147483647,,
-2.9097436,-59.048821,2147483647,-20,-3,2147483647,,
-2.9097443,-59.0488204,2147483647,-20,-3,2147483647,,
