latitude,longitude,rsrp [dBm],rsrq,rssnr,cqi,weight,
-2.6962475,-59.7004017,-94,-14,-1,12,,
-2.6962477,-59.7004034,-94,-14,-1,12,,
-2.6962462,-59.7004037,-96,-15,-1,7,,
-2.6962455,-59.7004028,-96,-15,-1,7,,
-2.6962453,-59.7004014,-96,-15,-1,7,,
-2.6962442,-59.7004006,-96,-15,-1,7,,
-2.6962427,-59.7003998,-96,-15,-1,7,,
-2.6962406,-59.7003983,-96,-15,-1,7,,
-2.6962413,-59.7003974,-96,-15,-1,7,,
-2.6962436,-59.7003968,-96,-15,-1,7,,
-2.6962449,-59.7003965,-96,-15,-1,7,,
-2.6962445,-59.7003965,-94,-14,0,8,,
-2.6962436,-59.7003956,-94,-14,0,8,,
-2.6962433,-59.700394,-94,-14,0,8,,
-2.6962433,-59.700394,-94,-14,0,8,,
-2.6962409,-59.7003898,-94,-14,0,8,,
-2.696239,-59.7003868,-94,-14,0,8,,
-2.6962377,-59.7003855,-94,-14,0,8,,
-2.6962353,-59.7003835,-94,-14,0,8,,
-2.696234,-59.7003828,-94,-14,0,8,,
-2.6962318,-59.7003815,-105,-14,-1,6,,
-2.6962325,-59.700382,-105,-14,-1,6,,
-2.6962337,-59.7003834,-105,-14,-1,6,,
-2.6962321,-59.7003834,-105,-14,-1,6,,
-2.6962312,-59.7003832,-105,-15,-1,6,,
-2.6962301,-59.7003828,-105,-15,-1,6,,
-2.6962281,-59.7003829,-105,-15,-1,6,,
-2.6962263,-59.7003837,-105,-15,-1,6,,
-2.6962243,-59.7003848,-105,-15,-1,6,,
-2.6962206,-59.7003876,-108,-15,-1,7,,
-2.6962214,-59.7003893,-108,-15,-1,7,,
-2.6962216,-59.7003914,-108,-15,-1,7,,
-2.6962204,-59.700392,-108,-15,-1,7,,
-2.6962192,-59.7003923,-109,-16,-1,6,,
-2.6962196,-59.7003927,-109,-16,-1,6,,
-2.6962203,-59.700393,-109,-16,-1,6,,
-2.69622,-59.7003934,-109,-16,-1,6,,
-2.6962194,-59.7003933,-109,-16,-1,6,,
-2.6962185,-59.7003929,-102,-13,-1,8,,
-2.6962176,-59.7003922,-102,-13,-1,8,,
-2.6962162,-59.7003911,-102,-13,-1,8,,
-2.6962142,-59.7003903,-102,-13,-1,8,,
-2.6962132,-59.7003895,-102,-13,-1,8,,
-2.6962125,-59.7003888,-102,-13,-1,8,,
-2.6962104,-59.7003883,-102,-13,-1,8,,
-2.6962082,-59.7003883,-102,-13,-1,8,,
-2.6962061,-59.7003889,-102,-13,-1,8,,
-2.6962022,-59.700391,-109,-13,-1,2147483647,,
-2.6962026,-59.7003914,-109,-13,-1,2147483647,,
-2.6962034,-59.7003907,-109,-13,-1,2147483647,,
-2.6962041,-59.7003899,-109,-13,-1,2147483647,,
-2.6962039,-59.7003894,-109,-13,-1,2147483647,,
-2.6962056,-59.7003888,-109,-13,-1,2147483647,,
-2.6962033,-59.7003928,-109,-13,-1,2147483647,,
-2.6961722,-59.7004145,-109,-13,-1,2147483647,,
-2.6961659,-59.7004189,-109,-13,-1,8,,
-2.6961624,-59.7004213,-103,-17,-1,8,,
-2.6961605,-59.7004226,-103,-17,-1,8,,
-2.6961594,-59.7004233,-103,-17,-1,8,,
-2.6961587,-59.7004237,-103,-17,-1,8,,
-2.6961584,-59.700424,-103,-17,-1,8,,
-2.6961581,-59.7004242,-103,-17,-1,8,,
-2.696158,-59.7004243,-103,-17,-1,8,,
-2.6961579,-59.7004243,-103,-17,-1,8,,
-2.6961579,-59.7004243,-92,-15,0,2147483647,,
-2.6961579,-59.7004243,-92,-15,0,2147483647,,
-2.6961579,-59.7004243,-92,-15,0,2147483647,,
-2.6961762,-59.7004094,-92,-15,0,2147483647,,
-2.6961851,-59.7004018,-92,-15,0,2147483647,,
-2.6961944,-59.7003942,-92,-15,0,2147483647,,
-2.6962,-59.7003903,-92,-15,0,2147483647,,
-2.6962009,-59.7003892,-92,-15,0,2147483647,,
-2.6962015,-59.7003877,-92,-15,0,2147483647,,
-2.6962023,-59.7003843,-96,-15,-1,12,,
-2.6962037,-59.7003823,-96,-15,-1,12,,
-2.696205,-59.7003815,-96,-15,-1,12,,
-2.6962063,-59.7003811,-96,-15,-1,12,,
-2.6962075,-59.700381,-96,-15,-1,12,,
-2.6962056,-59.7003832,-96,-15,-1,12,,
-2.696204,-59.7003845,-96,-15,-1,12,,
-2.6962129,-59.7003906,-96,-15,-1,12,,
-2.6962182,-59.7003939,-96,-15,-1,12,,
-2.6962201,-59.7003954,-105,-18,-1,7,,
-2.6962261,-59.7003977,-105,-18,-1,7,,
-2.6962295,-59.7003988,-105,-18,-1,7,,
-2.6962283,-59.7004004,-105,-18,-1,7,,
-2.6962249,-59.700402,-105,-18,-1,7,,
-2.6962242,-59.700404,-105,-18,-1,7,,
-2.6962243,-59.7004067,-105,-18,-1,7,,
-2.6962213,-59.7004088,-105,-18,-1,7,,
-2.6962242,-59.7004134,-99,-13,0,9,,
-2.6962324,-59.7004213,-99,-13,0,9,,
-2.6962417,-59.7004336,-99,-13,0,9,,
-2.6962452,-59.7004609,-99,-13,0,9,,
-2.6962416,-59.7004735,-99,-13,0,9,,
-2.6962379,-59.700484,-99,-13,0,9,,
-2.6962353,-59.7004978,-99,-13,0,9,,
-2.6962299,-59.700525,-99,-13,0,9,,
-2.696226,-59.7005417,-99,-13,0,9,,
-2.6962256,-59.7005557,-91,-12,-1,2147483647,,
-2.6962256,-59.7005744,-91,-12,-1,2147483647,,
-2.6962267,-59.7005866,-91,-12,-1,2147483647,,
-2.6962286,-59.7005952,-91,-12,-1,2147483647,,
-2.6962297,-59.7006036,-91,-12,-1,2147483647,,
-2.6962299,-59.7006138,-91,-12,-1,2147483647,,
-2.6962292,-59.7006232,-91,-12,-1,2147483647,,
-2.6962281,-59.7006319,-91,-12,-1,2147483647,,
-2.696226,-59.7006395,-91,-12,-1,2147483647,,
-2.6962189,-59.7006544,-98,-15,0,8,,
-2.6962128,-59.700664,-98,-15,0,8,,
-2.6961987,-59.7006743,-98,-15,0,8,,
-2.6961887,-59.7006776,-98,-15,0,8,,
-2.6961754,-59.7006801,-98,-15,0,8,,
-2.6961709,-59.7006816,-98,-15,0,8,,
-2.6961636,-59.7006847,-98,-15,0,8,,
-2.6961625,-59.7006843,-98,-15,0,8,,
-2.696161,-59.7006825,-98,-15,0,8,,
-2.696158,-59.7006786,-95,-15,-1,11,,
-2.6961572,-59.7006781,-95,-15,-1,11,,
-2.6961513,-59.700674,-95,-15,-1,11,,
-2.6961431,-59.7006676,-95,-15,-1,11,,
-2.6961408,-59.7006658,-95,-15,-1,11,,
-2.6961388,-59.7006638,-95,-15,-1,11,,
-2.696138,-59.7006622,-95,-15,-1,11,,
-2.6961382,-59.7006609,-95,-15,-1,11,,
-2.6961376,-59.7006592,-93,-14,-1,5,,
-2.6961372,-59.7006591,-93,-14,-1,5,,
-2.6961359,-59.7006569,-93,-14,-1,5,,
-2.6961355,-59.7006547,-93,-14,-1,5,,
-2.6961355,-59.7006538,-93,-14,-1,5,,
-2.6961356,-59.7006525,-93,-14,-1,5,,
-2.6961355,-59.7006509,-93,-14,-1,5,,
-2.6961352,-59.7006506,-93,-14,-1,5,,
-2.6961343,-59.7006511,-93,-14,-1,5,,
-2.6961336,-59.7006513,-96,-12,-1,2147483647,,
-2.6961313,-59.7006515,-96,-12,-1,2147483647,,
-2.6961294,-59.7006511,-96,-12,-1,2147483647,,
-2.6961276,-59.7006507,-96,-12,-1,2147483647,,
-2.6961265,-59.7006504,-96,-12,-1,2147483647,,
-2.6961251,-59.70065,-96,-12,-1,2147483647,,
-2.696124,-59.7006496,-96,-12,-1,2147483647,,
-2.6961226,-59.7006488,-96,-12,-1,2147483647,,
-2.6961216,-59.7006482,-96,-12,-1,2147483647,,
-2.6961204,-59.7006477,-98,-13,-1,2147483647,,
-2.6961192,-59.7006471,-98,-13,-1,2147483647,,
-2.696119,-59.7006453,-98,-13,-1,2147483647,,
-2.6961189,-59.7006436,-98,-13,-1,2147483647,,
-2.6961189,-59.7006424,-98,-13,-1,2147483647,,
-2.6961192,-59.7006414,-98,-13,-1,2147483647,,
-2.6961191,-59.700641,-98,-13,-1,2147483647,,
-2.6961195,-59.7006404,-98,-13,-1,2147483647,,
-2.6961198,-59.7006395,-98,-13,-1,2147483647,,
-2.6961201,-59.7006388,-95,-15,-1,2147483647,,
-2.6961237,-59.7006374,-95,-15,-1,2147483647,,
-2.6961256,-59.7006367,-95,-15,-1,2147483647,,
-2.6961271,-59.7006361,-95,-15,-1,2147483647,,
-2.6961274,-59.700636,-95,-15,-1,2147483647,,
-2.6961276,-59.7006359,-95,-15,-1,2147483647,,
-2.6961277,-59.7006358,-95,-15,-1,2147483647,,
-2.6961277,-59.7006358,-95,-15,-1,2147483647,,
-2.6961278,-59.7006358,-95,-15,-1,2147483647,,
-2.6961278,-59.7006358,-93,-15,0,11,,
-2.6961278,-59.7006358,-93,-15,0,11,,
-2.6961278,-59.7006358,-93,-15,0,11,,
-2.6961278,-59.7006358,-93,-15,0,11,,
-2.6961278,-59.7006358,-93,-15,0,11,,
-2.6961278,-59.7006358,-93,-15,0,11,,
-2.6961278,-59.7006358,-93,-15,0,11,,
-2.6961278,-59.7006358,-93,-15,0,11,,
-2.6961278,-59.7006358,-92,-15,0,12,,
-2.6961278,-59.7006358,-92,-15,0,12,,
-2.6961278,-59.7006358,-92,-15,0,12,,
-2.6961278,-59.7006358,-92,-15,0,12,,
-2.6961278,-59.7006358,-92,-15,0,12,,
-2.6961278,-59.7006358,-92,-15,0,12,,
-2.6961278,-59.7006358,-92,-15,0,12,,
-2.6961141,-59.7006509,-92,-15,0,12,,
-2.6961065,-59.7006592,-92,-15,0,12,,
-2.6961023,-59.7006639,-94,-15,-1,2147483647,,
-2.6961,-59.7006664,-94,-15,-1,2147483647,,
-2.6960987,-59.7006678,-94,-15,-1,2147483647,,
-2.6960977,-59.700669,-94,-15,-1,2147483647,,
-2.6960975,-59.7006692,-94,-15,-1,2147483647,,
-2.6960973,-59.7006693,-94,-15,-1,2147483647,,
-2.6960973,-59.7006694,-94,-15,-1,2147483647,,
-2.6960972,-59.7006695,-94,-15,-1,2147483647,,
-2.6960972,-59.7006695,-94,-15,-1,2147483647,,
-2.6960972,-59.7006695,-95,-15,0,2147483647,,
-2.6960972,-59.7006695,-95,-15,0,2147483647,,
-2.6960972,-59.7006695,-95,-15,0,2147483647,,
-2.6960972,-59.7006695,-95,-15,0,2147483647,,
-2.6960972,-59.7006695,-95,-15,0,2147483647,,
-2.6960972,-59.7006695,-95,-15,0,2147483647,,
-2.6960972,-59.7006695,-95,-15,0,2147483647,,
-2.6960972,-59.7006695,-95,-15,0,2147483647,,
-2.6960972,-59.7006695,-93,-15,0,2147483647,,
-2.6960972,-59.7006695,-93,-15,0,2147483647,,
-2.6960972,-59.7006695,-93,-15,0,2147483647,,
-2.6960972,-59.7006695,-93,-15,0,2147483647,,
-2.6960972,-59.7006695,-93,-15,0,2147483647,,
-2.6960972,-59.7006695,-93,-15,0,2147483647,,
-2.6960919,-59.7006612,-93,-15,0,2147483647,,
-2.6960898,-59.7006586,-93,-15,0,2147483647,,
-2.6960884,-59.7006621,-93,-15,0,2147483647,,
-2.6960814,-59.700675,-106,-17,-1,6,,
-2.6960729,-59.7006835,-106,-17,-1,6,,
-2.696029,-59.7007112,-106,-17,-1,6,,
-2.6959376,-59.7007492,-106,-17,-1,6,,
-2.6958809,-59.7007709,-106,-17,-1,6,,
-2.6958324,-59.7007888,-106,-17,-1,6,,
-2.6957556,-59.7008182,-106,-17,-1,6,,
-2.6956936,-59.700841,-106,-17,-1,6,,
-2.695634,-59.7008652,-106,-17,-1,6,,
-2.6955731,-59.7008906,-106,-17,-1,6,,
-2.69551,-59.7009171,-106,-17,-1,6,,
-2.6953785,-59.7009743,-106,-17,-1,6,,
-2.6953124,-59.7010052,-106,-17,-1,6,,
-2.6952588,-59.701042,-106,-17,-1,6,,
-2.6952131,-59.7010816,-106,-17,-1,6,,
-2.6951723,-59.701128,-106,-17,-1,6,,
-2.69509,-59.701235,-106,-17,-1,6,,
-2.6950482,-59.7012892,-106,-17,-1,6,,
-2.6950082,-59.70134,-106,-17,-1,6,,
-2.6949699,-59.7013895,-106,-17,-1,6,,
-2.6949317,-59.7014394,-106,-17,-1,6,,
-2.6948959,-59.7014882,-106,-17,-1,6,,
-2.6948616,-59.7015346,-106,-17,-1,6,,
-2.6948304,-59.7015789,-106,-17,-1,6,,
-2.6947757,-59.7016611,-106,-17,-1,6,,
-2.6947508,-59.7016999,-106,-17,-1,6,,
-2.6947293,-59.7017396,-106,-17,-1,6,,
-2.6947133,-59.7017818,-106,-17,-1,6,,
-2.6947019,-59.7018269,-106,-17,-1,6,,
-2.6946873,-59.7018732,-106,-17,-1,6,,
-2.694667,-59.7019211,-106,-17,-1,6,,
-2.6946261,-59.7020203,-106,-17,-1,6,,
-2.6946065,-59.7020706,-106,-17,-1,6,,
-2.6945841,-59.7021195,-106,-17,-1,6,,
-2.6945589,-59.7021697,-106,-17,-1,6,,
-2.6945356,-59.7022186,-106,-17,-1,6,,
-2.6945163,-59.7022625,-106,-17,-1,6,,
-2.6945005,-59.7023002,-106,-17,-1,6,,
-2.6944794,-59.7023674,-106,-17,-1,6,,
-2.6944788,-59.7023965,-106,-17,-1,6,,
-2.6944877,-59.7024188,-106,-17,-1,6,,
-2.6945086,-59.7024262,-118,-15,-1,2147483647,,
-2.6945223,-59.7024246,-118,-15,-1,2147483647,,
-2.6945557,-59.7024104,-118,-15,-1,2147483647,,
-2.6946048,-59.7023786,-118,-15,-1,2147483647,,
-2.6946304,-59.7023642,-118,-15,-1,2147483647,,
-2.6946459,-59.7023601,-118,-15,-1,2147483647,,
-2.6946764,-59.702343,-118,-15,-1,2147483647,,
-2.6946961,-59.7023347,-118,-15,-1,2147483647,,
-2.6947098,-59.7023277,-118,-15,-1,2147483647,,
-2.6947355,-59.702317,-110,-11,-1,2147483647,,
-2.6947566,-59.7023046,-110,-11,-1,2147483647,,
-2.6947753,-59.7022933,-110,-11,-1,2147483647,,
-2.6947973,-59.7022802,-110,-11,-1,2147483647,,
-2.6948252,-59.7022644,-110,-11,-1,2147483647,,
-2.6948475,-59.702251,-110,-11,-1,2147483647,,
-2.6949061,-59.7022169,-110,-11,-1,2147483647,,
-2.6950129,-59.7021586,-110,-11,-1,2147483647,,
-2.6950702,-59.702132,-110,-11,-1,2147483647,,
-2.6951291,-59.7021085,-110,-11,-1,2147483647,,
-2.6951895,-59.7020848,-110,-11,-1,2147483647,,
-2.6952521,-59.7020647,-110,-11,-1,2147483647,,
-2.6953134,-59.7020449,-110,-11,-1,2147483647,,
-2.6953752,-59.7020247,-110,-11,-1,2147483647,,
-2.6954966,-59.7019855,-110,-11,-1,2147483647,,
-2.6955523,-59.7019681,-110,-11,-1,2147483647,,
-2.6956013,-59.7019535,-110,-11,-1,2147483647,,
-2.6956372,-59.7019438,-110,-11,-1,2147483647,,
-2.6956542,-59.7019403,-110,-11,-1,2147483647,,
-2.6956536,-59.7019427,-110,-11,-1,2147483647,,
-2.6956351,-59.7019532,-110,-11,-1,2147483647,,
-2.6956314,-59.7019573,-110,-11,-1,2147483647,,
-2.6956388,-59.7019554,-98,-15,0,8,,
-2.6956444,-59.7019543,-98,-15,0,8,,
-2.6956559,-59.7019474,-98,-15,0,8,,
-2.6956693,-59.7019362,-98,-15,0,8,,
-2.6957178,-59.7019083,-98,-15,0,8,,
-2.6957915,-59.70187,-98,-15,0,8,,
-2.6958491,-59.7018427,-98,-15,0,8,,
-2.6959017,-59.7018208,-98,-15,0,8,,
-2.6959504,-59.7018042,-97,-15,0,12,,
-2.6959865,-59.7017925,-97,-15,0,12,,
-2.6960288,-59.7017811,-97,-15,0,12,,
-2.696119,-59.7017533,-97,-15,0,12,,
-2.6961813,-59.7017312,-97,-15,0,12,,
-2.6962354,-59.7017107,-97,-15,0,12,,
-2.6963037,-59.7016874,-97,-15,0,12,,
-2.6963648,-59.7016656,-97,-15,0,12,,
-2.6964335,-59.7016397,-97,-15,0,12,,
-2.6965025,-59.7016151,-97,-15,0,12,,
-2.6966292,-59.701569,-97,-15,0,12,,
-2.6966842,-59.7015473,-97,-15,0,12,,
-2.6967307,-59.7015278,-97,-15,0,12,,
-2.6967609,-59.7015125,-97,-15,0,12,,
-2.6967927,-59.7014973,-97,-15,0,12,,
-2.6968266,-59.7014817,-97,-15,0,12,,
-2.6969125,-59.7014439,-97,-15,0,12,,
-2.6969689,-59.7014227,-97,-15,0,12,,
-2.6970225,-59.7014013,-104,-15,-1,6,,
-2.6970892,-59.7013738,-104,-15,-1,6,,
-2.6971585,-59.7013461,-104,-15,-1,6,,
-2.6972321,-59.7013173,-104,-15,-1,6,,
-2.6973053,-59.7012901,-104,-15,-1,6,,
-2.6974394,-59.7012401,-104,-15,-1,6,,
-2.6974976,-59.7012163,-104,-15,-1,6,,
-2.6975564,-59.7011922,-104,-15,-1,6,,
-2.6976162,-59.7011675,-104,-15,-1,6,,
-2.697683,-59.7011414,-104,-15,-1,6,,
-2.6977529,-59.7011136,-104,-15,-1,6,,
-2.6978215,-59.7010854,-104,-15,-1,6,,
-2.6979513,-59.7010322,-104,-15,-1,6,,
-2.6980116,-59.7010065,-104,-15,-1,6,,
-2.6980687,-59.7009838,-104,-15,-1,6,,
-2.6981217,-59.7009638,-104,-15,-1,6,,
-2.6981702,-59.7009481,-104,-15,-1,6,,
-2.6982126,-59.700939,-104,-15,-1,6,,
-2.6982737,-59.7009421,-104,-15,-1,6,,
-2.6982865,-59.7009484,-104,-15,-1,6,,
-2.6982907,-59.7009548,-104,-15,-1,6,,
-2.698289,-59.7009603,-104,-15,-1,6,,
-2.6982751,-59.7009599,-106,-17,0,2147483647,,
-2.698274,-59.7009597,-106,-17,0,2147483647,,
-2.6982849,-59.7009418,-106,-17,0,2147483647,,
-2.698304,-59.7009333,-106,-17,0,2147483647,,
-2.6983263,-59.7009239,-106,-17,0,2147483647,,
-2.6983511,-59.7009136,-106,-17,0,2147483647,,
-2.6983916,-59.700899,-106,-17,0,2147483647,,
-2.6984328,-59.7008848,-106,-17,0,2147483647,,
-2.6984765,-59.7008712,-106,-17,0,2147483647,,
-2.6985612,-59.7008456,-107,-16,0,9,,
-2.6986067,-59.7008367,-107,-16,0,9,,
-2.6986489,-59.7008272,-107,-16,0,9,,
-2.6986839,-59.7008207,-107,-16,0,9,,
-2.6987114,-59.7008165,-107,-16,0,9,,
-2.6987317,-59.7008126,-107,-16,0,9,,
-2.6987409,-59.7008173,-107,-16,0,9,,
-2.6987472,-59.7008249,-107,-16,0,9,,
-2.698755,-59.7008333,-107,-16,0,9,,
-2.6987802,-59.700861,-112,-15,0,2147483647,,
-2.6987926,-59.7008985,-112,-15,0,2147483647,,
-2.6988076,-59.7009383,-112,-15,0,2147483647,,
-2.6988259,-59.7009931,-112,-15,0,2147483647,,
-2.6988456,-59.7010618,-112,-15,0,2147483647,,
-2.698868,-59.7011397,-112,-15,0,2147483647,,
-2.6988932,-59.7012273,-112,-15,0,2147483647,,
-2.6989496,-59.7014583,-112,-15,0,2147483647,,
-2.6989691,-59.7015603,-112,-15,0,2147483647,,
-2.6989872,-59.7016703,-112,-15,0,2147483647,,
-2.6990059,-59.7017855,-112,-15,0,2147483647,,
-2.6990247,-59.7019048,-112,-15,0,2147483647,,
-2.6990439,-59.7020265,-112,-15,0,2147483647,,
-2.6990632,-59.7021493,-112,-15,0,2147483647,,
-2.6990957,-59.7024137,-112,-15,0,2147483647,,
-2.6991084,-59.7025511,-112,-15,0,2147483647,,
-2.6991209,-59.7026879,-112,-15,0,2147483647,,
-2.6991337,-59.7028245,-112,-15,0,2147483647,,
-2.6991476,-59.7029612,-112,-15,0,2147483647,,
-2.6991608,-59.703099,-112,-15,0,2147483647,,
-2.6991705,-59.7032381,-112,-15,0,2147483647,,
-2.699185,-59.7035084,-112,-15,0,2147483647,,
-2.6991906,-59.7036409,-112,-15,0,2147483647,,
-2.6991953,-59.7037727,-112,-15,0,2147483647,,
-2.6991978,-59.7039023,-112,-15,0,2147483647,,
-2.6992007,-59.7040303,-112,-15,0,2147483647,,
-2.6992036,-59.7041579,-112,-15,0,2147483647,,
-2.6992072,-59.7044133,-112,-15,0,2147483647,,
-2.6992087,-59.7045386,-112,-15,0,2147483647,,
-2.6992105,-59.704662,-112,-15,0,2147483647,,
-2.6992119,-59.7047823,-112,-15,0,2147483647,,
-2.6992117,-59.7049012,-112,-15,0,2147483647,,
-2.6992107,-59.7050197,-112,-15,0,2147483647,,
-2.6992074,-59.7051394,-112,-15,0,2147483647,,
-2.699198,-59.705385,-112,-15,0,2147483647,,
-2.6991942,-59.7055052,-112,-15,0,2147483647,,
-2.6991923,-59.7056246,-112,-15,0,2147483647,,
-2.6991923,-59.7057454,-112,-15,0,2147483647,,
-2.6991963,-59.705866,-112,-15,0,2147483647,,
-2.699215,-59.7059899,-112,-15,0,2147483647,,
-2.6992373,-59.7061158,-112,-15,0,2147483647,,
-2.6992985,-59.7063486,-112,-15,0,2147483647,,
-2.6993298,-59.706457,-112,-15,0,2147483647,,
-2.6993601,-59.7065579,-112,-15,0,2147483647,,
-2.6993893,-59.7066532,-112,-15,0,2147483647,,
-2.699418,-59.7067456,-112,-15,0,2147483647,,
-2.6994439,-59.706834,-112,-15,0,2147483647,,
-2.6994674,-59.7069239,-112,-15,0,2147483647,,
-2.6995148,-59.7070926,-112,-15,0,2147483647,,
-2.6995363,-59.7071713,-112,-15,0,2147483647,,
-2.6995528,-59.7072405,-112,-15,0,2147483647,,
-2.6995662,-59.7073096,-112,-15,0,2147483647,,
-2.6995801,-59.7073776,-112,-15,0,2147483647,,
-2.6995954,-59.7074454,-112,-15,0,2147483647,,
-2.6996197,-59.7075089,-112,-15,0,2147483647,,
-2.6997166,-59.707642,-112,-15,0,2147483647,,
-2.6997713,-59.707723,-112,-15,0,2147483647,,
-2.6998187,-59.7078062,-112,-15,0,2147483647,,
-2.699864,-59.7078933,-112,-15,0,2147483647,,
-2.699895,-59.7079793,-112,-15,0,2147483647,,
-2.699924,-59.7080649,-112,-15,0,2147483647,,
-2.6999826,-59.7082311,-112,-15,0,2147483647,,
-2.7000132,-59.7083153,-112,-15,0,2147483647,,
-2.700046,-59.708401,-112,-15,0,2147483647,,
-2.700083,-59.7084866,-112,-15,0,2147483647,,
-2.7001204,-59.7085719,-112,-15,0,2147483647,,
-2.7001571,-59.7086566,-112,-15,0,2147483647,,
-2.7001929,-59.7087432,-112,-15,0,2147483647,,
-2.7002679,-59.7089305,-112,-15,0,2147483647,,
-2.7003118,-59.7090342,-112,-15,0,2147483647,,
-2.7003591,-59.7091465,-112,-15,0,2147483647,,
-2.7004073,-59.7092658,-112,-15,0,2147483647,,
-2.7004552,-59.7093902,-112,-15,0,2147483647,,
-2.7005017,-59.7095287,-112,-15,0,2147483647,,
-2.7005489,-59.7096664,-112,-15,0,2147483647,,
-2.7006384,-59.7099441,-112,-15,0,2147483647,,
-2.7006844,-59.7100873,-112,-15,0,2147483647,,
-2.7007341,-59.710233,-112,-15,0,2147483647,,
-2.7007862,-59.7103873,-112,-15,0,2147483647,,
-2.7008409,-59.7105374,-112,-15,0,2147483647,,
-2.7008978,-59.7106856,-112,-15,0,2147483647,,
-2.7009564,-59.7108345,-112,-15,0,2147483647,,
-2.701075,-59.7111333,-112,-15,0,2147483647,,
-2.7011319,-59.7112838,-112,-15,0,2147483647,,
-2.7011878,-59.7114398,-112,-15,0,2147483647,,
-2.7012439,-59.7115926,-112,-15,0,2147483647,,
-2.7013011,-59.7117429,-112,-15,0,2147483647,,
-2.7013594,-59.7118903,-112,-15,0,2147483647,,
-2.7014155,-59.7120379,-112,-15,0,2147483647,,
-2.7015186,-59.7123217,-112,-15,0,2147483647,,
-2.701564,-59.7124568,-112,-15,0,2147483647,,
-2.7016033,-59.7125915,-112,-15,0,2147483647,,
-2.7016361,-59.7127343,-112,-15,0,2147483647,,
-2.7016683,-59.7128807,-112,-15,0,2147483647,,
-2.7016943,-59.713034,-112,-15,0,2147483647,,
-2.7017194,-59.7131879,-112,-15,0,2147483647,,
-2.7017409,-59.7133442,-112,-15,0,2147483647,,
-2.7017721,-59.713656,-112,-15,0,2147483647,,
-2.7017803,-59.7138128,-112,-15,0,2147483647,,
-2.7017863,-59.7139697,-112,-15,0,2147483647,,
-2.7017875,-59.7141292,-112,-15,0,2147483647,,
-2.7017836,-59.7142871,-112,-15,0,2147483647,,
-2.7017734,-59.71444,-112,-15,0,2147483647,,
-2.7017382,-59.7147455,-112,-15,0,2147483647,,
-2.7017148,-59.714895,-112,-15,0,2147483647,,
-2.7016888,-59.7150448,-112,-15,0,2147483647,,
-2.7016664,-59.7151923,-112,-15,0,2147483647,,
-2.7016447,-59.7153462,-112,-15,0,2147483647,,
-2.7016229,-59.7155031,-112,-15,0,2147483647,,
-2.7016009,-59.7156604,-112,-15,0,2147483647,,
-2.7015762,-59.7158191,-112,-15,0,2147483647,,
-2.7015271,-59.7161371,-112,-15,0,2147483647,,
-2.7015012,-59.7162892,-112,-15,0,2147483647,,
-2.7014753,-59.716439,-112,-15,0,2147483647,,
-2.7014486,-59.716589,-112,-15,0,2147483647,,
-2.7014221,-59.7167349,-112,-15,0,2147483647,,
-2.7013998,-59.7168819,-112,-15,0,2147483647,,
-2.7013689,-59.7171723,-112,-15,0,2147483647,,
-2.7013629,-59.7173143,-112,-15,0,2147483647,,
-2.7013629,-59.7174561,-112,-15,0,2147483647,,
-2.7013728,-59.7175947,-112,-15,0,2147483647,,
-2.7013901,-59.7177379,-112,-15,0,2147483647,,
-2.7014165,-59.7178806,-112,-15,0,2147483647,,
-2.7014617,-59.7180202,-112,-15,0,2147483647,,
-2.7015809,-59.7182912,-112,-15,0,2147483647,,
-2.7016522,-59.71842,-112,-15,0,2147483647,,
-2.7017323,-59.7185415,-112,-15,0,2147483647,,
-2.70182,-59.718657,-112,-15,0,2147483647,,
-2.7019117,-59.7187647,-112,-15,0,2147483647,,
-2.702012,-59.7188704,-112,-15,0,2147483647,,
-2.7021455,-59.718964,-112,-15,0,2147483647,,
-2.7024434,-59.7191035,-112,-15,0,2147483647,,
-2.7026005,-59.719159,-112,-15,0,2147483647,,
-2.7027702,-59.7191989,-112,-15,0,2147483647,,
-2.7029473,-59.7192322,-112,-15,0,2147483647,,
-2.7031262,-59.719263,-112,-15,0,2147483647,,
-2.7032922,-59.7192911,-112,-15,0,2147483647,,
-2.703627,-59.7193209,-112,-15,0,2147483647,,
-2.7037942,-59.7193297,-112,-15,0,2147483647,,
-2.7039533,-59.7193332,-112,-15,0,2147483647,,
-2.7041126,-59.7193464,-112,-15,0,2147483647,,
-2.7042678,-59.7193667,-112,-15,0,2147483647,,
-2.7044291,-59.719386,-112,-15,0,2147483647,,
-2.7045874,-59.7194121,-112,-15,0,2147483647,,
-2.7047469,-59.7194394,-112,-15,0,2147483647,,
-2.705066,-59.7195028,-112,-15,0,2147483647,,
-2.70522,-59.7195425,-112,-15,0,2147483647,,
-2.7053685,-59.7195908,-112,-15,0,2147483647,,
-2.7055129,-59.7196506,-112,-15,0,2147483647,,
-2.7056537,-59.7197234,-112,-15,0,2147483647,,
-2.7057944,-59.7198,-112,-15,0,2147483647,,
-2.7059259,-59.7198895,-112,-15,0,2147483647,,
-2.7061619,-59.7201034,-112,-15,0,2147483647,,
-2.7062548,-59.7202248,-112,-15,0,2147483647,,
-2.7063343,-59.7203527,-112,-15,0,2147483647,,
-2.7063898,-59.7205012,-112,-15,0,2147483647,,
-2.7064416,-59.7206558,-112,-15,0,2147483647,,
-2.7064882,-59.7208139,-112,-15,0,2147483647,,
